CensusID,CensusName,MedianIncomeByPlaceofBirth,MedianIncome,TotalPopulation,AvgPopulation,Population5M,Population45M,Population4M,Population35M,Population3M
1400000US36047018400,"Census Tract 184, Kings County, New York",31354.0000,79964.0000,2993.0000,2718,1735051.0000,1526242.0000,1333752.0000,1144273.0000,902676.0000
1400000US36047020500,"Census Tract 205, Kings County, New York",50994.0000,83901.0000,2907.0000,2703,3045834.0000,2614393.0000,2210762.0000,1868066.0000,1449555.0000
1400000US36047022200,"Census Tract 222, Kings County, New York",22074.0000,36033.0000,4281.0000,4180,2343085.0000,2067639.0000,1725503.0000,1429529.0000,1184449.0000
1400000US36047026300,"Census Tract 263, Kings County, New York",21484.0000,38631.0000,1834.0000,1865,3177358.0000,2693813.0000,2224129.0000,1761252.0000,1472350.0000
1400000US36047028100,"Census Tract 281, Kings County, New York",19322.0000,27265.0000,5076.0000,4798,3257811.0000,2745133.0000,2222373.0000,1781124.0000,1432427.0000
1400000US36047034700,"Census Tract 347, Kings County, New York",23801.0000,36172.0000,3412.0000,3376,2879821.0000,2480178.0000,2128964.0000,1779171.0000,1501409.0000
1400000US36047040100,"Census Tract 401, Kings County, New York",24341.0000,44412.0000,3244.0000,3197,3086561.0000,2621156.0000,2099103.0000,1640778.0000,1320405.0000
1400000US36047045600,"Census Tract 456, Kings County, New York",20793.0000,33750.0000,2399.0000,2520,2222914.0000,2052602.0000,1838200.0000,1653959.0000,1368959.0000
1400000US36047050400,"Census Tract 504, Kings County, New York",46994.0000,81944.0000,4626.0000,4515,2705239.0000,2404244.0000,2133291.0000,1792359.0000,1442528.0000
1400000US36047055500,"Census Tract 555, Kings County, New York",70915.0000,136689.0000,6431.0000,5558,3229074.0000,2653327.0000,2211359.0000,1766479.0000,1369627.0000
1400000US36047064000,"Census Tract 640, Kings County, New York",50383.0000,109911.0000,1832.0000,1783,1967686.0000,1744100.0000,1478199.0000,1239902.0000,983199.0000
1400000US36047073400,"Census Tract 734, Kings County, New York",35227.0000,87361.0000,2145.0000,2217,2408094.0000,2151506.0000,1860875.0000,1513719.0000,1180399.0000
1400000US36047083200,"Census Tract 832, Kings County, New York",25922.0000,58819.0000,2318.0000,2412,2710571.0000,2455147.0000,2126288.0000,1746534.0000,1382472.0000
1400000US36047089600,"Census Tract 896, Kings County, New York",21014.0000,33409.0000,3327.0000,3471,2644042.0000,2235570.0000,1874124.0000,1599626.0000,1243258.0000
1400000US36047102600,"Census Tract 1026, Kings County, New York",38750.0000,75161.0000,2617.0000,2448,2074582.0000,1628103.0000,1319782.0000,995103.0000,692674.0000
1400000US36047117602,"Census Tract 1176.02, Kings County, New York",23622.0000,41703.0000,2996.0000,2958,2653247.0000,2245374.0000,1778068.0000,1366570.0000,1043471.0000
1400000US36055003100,"Census Tract 31, Monroe County, New York",34700.0000,58350.0000,4375.0000,4538,340006.0000,313677.0000,295301.0000,248044.0000,207660.0000
1400000US36055005400,"Census Tract 54, Monroe County, New York",21822.0000,42386.0000,4021.0000,4307,348665.0000,314985.0000,269630.0000,236714.0000,194441.0000
1400000US36055008800,"Census Tract 88, Monroe County, New York",20911.0000,32417.0000,2346.0000,2555,355385.0000,303298.0000,255296.0000,207138.0000,170315.0000
1400000US36055010601,"Census Tract 106.01, Monroe County, New York",23685.0000,49318.0000,2800.0000,2833,325721.0000,269943.0000,231924.0000,186815.0000,146433.0000
1400000US36055014004,"Census Tract 140.04, Monroe County, New York",29217.0000,51223.0000,3773.0000,3921,283096.0000,255852.0000,212109.0000,174898.0000,143059.0000
1400000US36059303800,"Census Tract 3038, Nassau County, New York",41742.0000,89409.0000,4918.0000,4796,570875.0000,511794.0000,370204.0000,318298.0000,216369.0000
1400000US36059409400,"Census Tract 4094, Nassau County, New York",39808.0000,122731.0000,4331.0000,4272,544347.0000,480382.0000,422931.0000,350106.0000,267006.0000
1400000US36059414304,"Census Tract 4143.04, Nassau County, New York",27736.0000,38448.0000,3492.0000,3645,489514.0000,423777.0000,344898.0000,293933.0000,233266.0000
1400000US36059517302,"Census Tract 5173.02, Nassau County, New York",27370.0000,70114.0000,5160.0000,4900,127645.0000,114170.0000,86742.0000,76158.0000,59744.0000
1400000US36061000800,"Census Tract 8, New York County, New York",15984.0000,32313.0000,9363.0000,9299,2830135.0000,2303524.0000,1769249.0000,1407356.0000,1138166.0000
1400000US36061006400,"Census Tract 64, New York County, New York",68722.0000,106179.0000,7961.0000,7929,3011025.0000,2608423.0000,2142369.0000,1701620.0000,1228575.0000
1400000US36061008700,"Census Tract 87, New York County, New York",89143.0000,153350.0000,6815.0000,7008,2662364.0000,2290969.0000,1953356.0000,1576842.0000,1252719.0000
1400000US36061011300,"Census Tract 113, New York County, New York",89107.0000,110000.0000,115.0000,120,2732592.0000,2334365.0000,2055626.0000,1729623.0000,1408172.0000
1400000US36061015001,"Census Tract 150.01, New York County, New York",95385.0000,149861.0000,2238.0000,2122,3052395.0000,2559108.0000,2139834.0000,1736655.0000,1376187.0000
1400000US36061023400,"Census Tract 234, New York County, New York",21592.0000,34409.0000,5328.0000,5480,2809633.0000,2510911.0000,2125632.0000,1763731.0000,1452167.0000
1400000US36061025700,"Census Tract 257, New York County, New York",49091.0000,81513.0000,4609.0000,4511,2827769.0000,2430638.0000,2090186.0000,1814290.0000,1457403.0000
1400000US36063023300,"Census Tract 233, Niagara County, New York",29786.0000,53362.0000,6893.0000,7160,216837.0000,196964.0000,164807.0000,142290.0000,130803.0000
1400000US36063024401,"Census Tract 244.01, Niagara County, New York",32102.0000,48056.0000,2594.0000,2592,48011.0000,43913.0000,32325.0000,32325.0000,25677.0000
1400000US36067004200,"Census Tract 42, Onondaga County, New York",11149.0000,11763.0000,2114.0000,1984,249982.0000,231717.0000,209328.0000,198170.0000,180743.0000
1400000US36067011012,"Census Tract 110.12, Onondaga County, New York",32005.0000,56486.0000,3835.0000,3792,176402.0000,141187.0000,127667.0000,105434.0000,99922.0000
1400000US36071001200,"Census Tract 12, Orange County, New York",24750.0000,44074.0000,2663.0000,2682,89714.0000,84278.0000,67089.0000,67089.0000,67089.0000
1400000US36071014101,"Census Tract 141.01, Orange County, New York",40929.0000,80515.0000,3955.0000,3890,79532.0000,79532.0000,79532.0000,79532.0000,75985.0000
1400000US36079011300,"Census Tract 113, Putnam County, New York",47813.0000,88000.0000,3945.0000,3991,101963.0000,85762.0000,82295.0000,77327.0000,67952.0000
1400000US36081006201,"Census Tract 62.01, Queens County, New York",36432.0000,58685.0000,6559.0000,6202,1874693.0000,1526621.0000,1220688.0000,889159.0000,632035.0000
1400000US36081011600,"Census Tract 116, Queens County, New York",27604.0000,64167.0000,2226.0000,2335,2176590.0000,1793116.0000,1404289.0000,1082190.0000,846771.0000
1400000US36081014800,"Census Tract 148, Queens County, New York",21663.0000,65000.0000,2189.0000,2051,2067861.0000,1667718.0000,1274803.0000,1043209.0000,837833.0000
1400000US36081018501,"Census Tract 185.01, Queens County, New York",39891.0000,70066.0000,3333.0000,3777,3318039.0000,2804623.0000,2296926.0000,1792635.0000,1350130.0000
1400000US36081027000,"Census Tract 270, Queens County, New York",21192.0000,66250.0000,1989.0000,1999,1531442.0000,1273564.0000,1069676.0000,914536.0000,761537.0000
1400000US36081033900,"Census Tract 339, Queens County, New York",33772.0000,68813.0000,3016.0000,3357,2690999.0000,2080148.0000,1560735.0000,1120136.0000,945956.0000
1400000US36081044400,"Census Tract 444, Queens County, New York",23838.0000,44388.0000,3308.0000,3182,1687818.0000,1430240.0000,1213479.0000,961571.0000,789092.0000
1400000US36081046300,"Census Tract 463, Queens County, New York",22859.0000,44110.0000,4362.0000,4023,2603895.0000,1921506.0000,1530666.0000,1259186.0000,1000407.0000
1400000US36081055300,"Census Tract 553, Queens County, New York",25553.0000,45163.0000,2718.0000,2554,3237693.0000,2726437.0000,2189986.0000,1740306.0000,1285237.0000
1400000US36081061000,"Census Tract 610, Queens County, New York",36813.0000,83750.0000,1351.0000,1354,1254114.0000,1079112.0000,904746.0000,713513.0000,563587.0000
1400000US36081069000,"Census Tract 690, Queens County, New York",32540.0000,76528.0000,3489.0000,3530,1074728.0000,923473.0000,737057.0000,543707.0000,387638.0000
1400000US36081072900,"Census Tract 729, Queens County, New York",48750.0000,71563.0000,1375.0000,1254,2454617.0000,2079118.0000,1808487.0000,1467828.0000,1133788.0000
1400000US36081096400,"Census Tract 964, Queens County, New York",28196.0000,60966.0000,5640.0000,4815,265026.0000,196035.0000,177394.0000,139807.0000,129832.0000
1400000US36081112900,"Census Tract 1129, Queens County, New York",49020.0000,87204.0000,2131.0000,2000,1282023.0000,1020777.0000,767369.0000,608124.0000,504658.0000
1400000US36081146700,"Census Tract 1467, Queens County, New York",43664.0000,72027.0000,3002.0000,3150,1273901.0000,996932.0000,796162.0000,652167.0000,531344.0000
1400000US36083040900,"Census Tract 409, Rensselaer County, New York",22013.0000,29491.0000,2787.0000,2737,204549.0000,183709.0000,154091.0000,129789.0000,116906.0000
1400000US36085012806,"Census Tract 128.06, Richmond County, New York",30710.0000,56711.0000,5658.0000,5600,404280.0000,345096.0000,306618.0000,215089.0000,181332.0000
1400000US36085027702,"Census Tract 277.02, Richmond County, New York",36099.0000,63362.0000,6855.0000,6681,496789.0000,440438.0000,385451.0000,326305.0000,283506.0000
1400000US36087012106,"Census Tract 121.06, Rockland County, New York",22116.0000,60625.0000,4563.0000,4127,311087.0000,257439.0000,232083.0000,200831.0000,183510.0000
1400000US36093021600,"Census Tract 216, Schenectady County, New York",23354.0000,46678.0000,3964.0000,3974,170591.0000,165189.0000,156806.0000,152592.0000,143953.0000
1400000US36099951000,"Census Tract 9510, Seneca County, New York",31056.0000,58393.0000,2224.0000,2274,15959.0000,15959.0000,15959.0000,15959.0000,15959.0000
1400000US36011040900,"Census Tract 409, Cayuga County, New York",27500.0000,57161.0000,3881.0000,3992,18807.0000,13183.0000,8700.0000,3992.0000,3992.0000
1400000US36015000600,"Census Tract 6, Chemung County, New York",10475.0000,24500.0000,3612.0000,3687,74505.0000,74505.0000,74505.0000,71569.0000,71569.0000
1400000US36017970400,"Census Tract 9704, Chenango County, New York",20041.0000,34600.0000,3088.0000,3066,21297.0000,21297.0000,17092.0000,17092.0000,17092.0000
1400000US36027220201,"Census Tract 2202.01, Dutchess County, New York",17832.0000,36151.0000,3419.0000,3185,120177.0000,106798.0000,98523.0000,95590.0000,81408.0000
1400000US36029003000,"Census Tract 30, Erie County, New York",18408.0000,23896.0000,2507.0000,2630,428897.0000,385579.0000,326542.0000,255706.0000,191159.0000
1400000US36029007102,"Census Tract 71.02, Erie County, New York",17138.0000,21766.0000,2662.0000,2764,303296.0000,251556.0000,195310.0000,157726.0000,122778.0000
1400000US36029010101,"Census Tract 101.01, Erie County, New York",34825.0000,62400.0000,4427.0000,4309,406038.0000,341976.0000,276078.0000,211622.0000,177058.0000
1400000US36031961300,"Census Tract 9613, Essex County, New York",19988.0000,33929.0000,1066.0000,1011,1011.0000,1011.0000,1011.0000,1011.0000,1011.0000
1400000US36047000100,"Census Tract 1, Kings County, New York",56300.0000,88238.0000,4116.0000,4224,2852715.0000,2364093.0000,1842015.0000,1411128.0000,1133843.0000
1400000US36047002901,"Census Tract 29.01, Kings County, New York",11851.0000,22905.0000,4289.0000,4074,2925566.0000,2473038.0000,2035896.0000,1645936.0000,1294283.0000
1400000US36047006600,"Census Tract 66, Kings County, New York",36024.0000,62910.0000,3566.0000,3528,1771136.0000,1453385.0000,1161964.0000,915293.0000,718481.0000
1400000US36047012600,"Census Tract 126, Kings County, New York",20896.0000,47375.0000,2909.0000,2852,1916581.0000,1624544.0000,1330704.0000,1042593.0000,783552.0000
1400000US36047087000,"Census Tract 870, Kings County, New York",22602.0000,36250.0000,3275.0000,3285,2818353.0000,2525716.0000,2196629.0000,1765945.0000,1410338.0000
1400000US36005023200,"Census Tract 232, Bronx County, New York",24397.0000,57708.0000,2804.0000,2702,2088936.0000,1884439.0000,1682666.0000,1505573.0000,1207900.0000
1400000US36005039100,"Census Tract 391, Bronx County, New York",19561.0000,33020.0000,7089.0000,7073,2234857.0000,2063504.0000,1868084.0000,1693388.0000,1490262.0000
1400000US36047037401,"Census Tract 374.01, Kings County, New York",27853.0000,45938.0000,4470.0000,4264,1438341.0000,1274342.0000,1097451.0000,882964.0000,702025.0000
1400000US36047038900,"Census Tract 389, Kings County, New York",28627.0000,53938.0000,2943.0000,3063,3375322.0000,2819289.0000,2277845.0000,1774546.0000,1391366.0000
1400000US36047039800,"Census Tract 398, Kings County, New York",23077.0000,52024.0000,2665.0000,2829,1539367.0000,1384893.0000,1237032.0000,1089948.0000,839827.0000
1400000US36047043400,"Census Tract 434, Kings County, New York",26311.0000,52123.0000,3480.0000,3327,1875069.0000,1655607.0000,1450222.0000,1325207.0000,1153460.0000
1400000US36081025900,"Census Tract 259, Queens County, New York",27105.0000,52891.0000,3504.0000,3524,3234474.0000,2518525.0000,1843770.0000,1451296.0000,1060196.0000
1400000US36081028000,"Census Tract 280, Queens County, New York",34091.0000,69850.0000,1923.0000,1926,1439854.0000,1235161.0000,1026196.0000,894216.0000,715690.0000
1400000US36081037100,"Census Tract 371, Queens County, New York",31031.0000,59602.0000,1404.0000,1741,2369337.0000,1818686.0000,1373489.0000,1116752.0000,911050.0000
1400000US36063023405,"Census Tract 234.05, Niagara County, New York",26116.0000,41250.0000,3484.0000,3448,73447.0000,69888.0000,69888.0000,61134.0000,55305.0000
1400000US36047044500,"Census Tract 445, Kings County, New York",27321.0000,57604.0000,5066.0000,5039,3450750.0000,2903845.0000,2359935.0000,1743353.0000,1282329.0000
1400000US36047045800,"Census Tract 458, Kings County, New York",32118.0000,72271.0000,1602.0000,1757,2216401.0000,2021306.0000,1812822.0000,1621115.0000,1350548.0000
1400000US36047051800,"Census Tract 518, Kings County, New York",40083.0000,60362.0000,3307.0000,3229,2551885.0000,2317802.0000,2088183.0000,1811233.0000,1485972.0000
1400000US36047055400,"Census Tract 554, Kings County, New York",34138.0000,49583.0000,4492.0000,4083,1866701.0000,1693273.0000,1504421.0000,1265021.0000,1070721.0000
1400000US36081045400,"Census Tract 454, Queens County, New York",28971.0000,47907.0000,4708.0000,4543,1855504.0000,1624534.0000,1352297.0000,1090925.0000,835258.0000
1400000US36063024600,"Census Tract 246, Niagara County, New York",34230.0000,64647.0000,4533.0000,4573,171098.0000,140139.0000,130061.0000,89776.0000,81228.0000
1400000US36065021101,"Census Tract 211.01, Oneida County, New York",12391.0000,19107.0000,1099.0000,1048,117839.0000,117839.0000,117839.0000,111205.0000,107794.0000
1400000US36029011200,"Census Tract 112, Erie County, New York",33979.0000,64832.0000,7112.0000,6734,287510.0000,249337.0000,191953.0000,146461.0000,116241.0000
1400000US36029012300,"Census Tract 123, Erie County, New York",18792.0000,35433.0000,2963.0000,3077,213233.0000,178207.0000,120807.0000,105814.0000,89908.0000
1400000US36065026300,"Census Tract 263, Oneida County, New York",18273.0000,28685.0000,3791.0000,3770,50057.0000,46645.0000,43599.0000,37300.0000,31188.0000
1400000US36067000300,"Census Tract 3, Onondaga County, New York",34205.0000,61875.0000,1679.0000,1642,282354.0000,234118.0000,208597.0000,182682.0000,143557.0000
1400000US36067010700,"Census Tract 107, Onondaga County, New York",22770.0000,41250.0000,1821.0000,1741,158871.0000,131087.0000,102564.0000,94595.0000,82162.0000
1400000US36103145901,"Census Tract 1459.01, Suffolk County, New York",29835.0000,78603.0000,3298.0000,3460,382034.0000,357440.0000,291030.0000,259785.0000,200333.0000
1400000US36085009602,"Census Tract 96.02, Richmond County, New York",43929.0000,83308.0000,3367.0000,3427,631711.0000,474928.0000,403532.0000,327301.0000,242800.0000
1400000US36029005202,"Census Tract 52.02, Erie County, New York",11501.0000,30083.0000,3283.0000,3456,423245.0000,376944.0000,333716.0000,307625.0000,257214.0000
1400000US36029012502,"Census Tract 125.02, Erie County, New York",28630.0000,55833.0000,1816.0000,1914,195771.0000,176791.0000,140885.0000,135408.0000,109488.0000
1400000US36047023400,"Census Tract 234, Kings County, New York",17993.0000,28438.0000,4667.0000,4957,2297448.0000,2014492.0000,1767031.0000,1479582.0000,1225265.0000
1400000US36047033300,"Census Tract 333, Kings County, New York",22207.0000,49896.0000,4531.0000,4736,2953217.0000,2585819.0000,2243358.0000,1898948.0000,1518023.0000
1400000US36047111600,"Census Tract 1116, Kings County, New York",23428.0000,40160.0000,3763.0000,3836,2221242.0000,1901870.0000,1490626.0000,1164696.0000,876627.0000
1400000US36047119400,"Census Tract 1194, Kings County, New York",25053.0000,39531.0000,4248.0000,3960,2457113.0000,2018474.0000,1621302.0000,1254188.0000,986164.0000
1400000US36055001300,"Census Tract 13, Monroe County, New York",11818.0000,19167.0000,2083.0000,1924,376537.0000,336790.0000,317282.0000,259635.0000,233639.0000
1400000US36081047900,"Census Tract 479, Queens County, New York",24198.0000,49129.0000,5340.0000,5170,2865277.0000,2333557.0000,1816174.0000,1340071.0000,1007886.0000
1400000US36081049302,"Census Tract 493.02, Queens County, New York",28626.0000,67500.0000,2879.0000,2669,3067365.0000,2522187.0000,1960274.0000,1440464.0000,1091367.0000
1400000US36081051800,"Census Tract 518, Queens County, New York",32735.0000,82989.0000,2336.0000,2196,1368097.0000,1177516.0000,988861.0000,843537.0000,636126.0000
1400000US36081054800,"Census Tract 548, Queens County, New York",32112.0000,63646.0000,2453.0000,2351,1446249.0000,1251956.0000,1012318.0000,819397.0000,604254.0000
1400000US36047059402,"Census Tract 594.02, Kings County, New York",39808.0000,71899.0000,5179.0000,5205,1591041.0000,1333413.0000,1121653.0000,917871.0000,734334.0000
1400000US36047061600,"Census Tract 616, Kings County, New York",31386.0000,83854.0000,1513.0000,1583,1087949.0000,908357.0000,699181.0000,550118.0000,427232.0000
1400000US36047069601,"Census Tract 696.01, Kings County, New York",34421.0000,62458.0000,3677.0000,3960,2279971.0000,1900695.0000,1506588.0000,1217965.0000,913062.0000
1400000US36047076200,"Census Tract 762, Kings County, New York",22688.0000,48810.0000,5214.0000,4721,2280457.0000,2087244.0000,1885940.0000,1651905.0000,1357603.0000
1400000US36081059600,"Census Tract 596, Queens County, New York",32303.0000,70469.0000,1462.0000,1345,1244490.0000,1072282.0000,903043.0000,719298.0000,566582.0000
1400000US36081062500,"Census Tract 625, Queens County, New York",36218.0000,76250.0000,2807.0000,2710,2850222.0000,2447499.0000,2043799.0000,1651020.0000,1250218.0000
1400000US36081067100,"Census Tract 671, Queens County, New York",44087.0000,100909.0000,2368.0000,2171,2797913.0000,2343224.0000,1912383.0000,1467749.0000,1080023.0000
1400000US36081079200,"Census Tract 792, Queens County, New York",36481.0000,82586.0000,2881.0000,2526,1393894.0000,1148605.0000,931963.0000,733766.0000,575135.0000
1400000US36059303102,"Census Tract 3031.02, Nassau County, New York",54110.0000,134688.0000,4127.0000,4215,629276.0000,530087.0000,398837.0000,322257.0000,246396.0000
1400000US36059404500,"Census Tract 4045, Nassau County, New York",43611.0000,90250.0000,4124.0000,4243,968264.0000,804152.0000,622796.0000,497470.0000,378838.0000
1400000US36059407302,"Census Tract 4073.02, Nassau County, New York",30707.0000,73571.0000,4743.0000,4883,665678.0000,599304.0000,476806.0000,384263.0000,309466.0000
1400000US36091061903,"Census Tract 619.03, Saratoga County, New York",43714.0000,82515.0000,6080.0000,5786,59305.0000,52096.0000,42710.0000,38162.0000,35718.0000
1400000US36119014811,"Census Tract 148.11, Westchester County, New York",59211.0000,134167.0000,5831.0000,5773,116797.0000,111939.0000,100255.0000,71645.0000,71645.0000
1400000US36119984000,"Census Tract 9840, Westchester County, New York",23646.0000,43125.0000,380.0000,288,147804.0000,126592.0000,106256.0000,75189.0000,65863.0000
1400000US36005026701,"Census Tract 267.01, Bronx County, New York",19747.0000,42266.0000,4101.0000,3944,2233044.0000,2031662.0000,1814091.0000,1566789.0000,1258378.0000
1400000US36067014300,"Census Tract 143, Onondaga County, New York",26367.0000,37225.0000,3017.0000,3021,203590.0000,180245.0000,159428.0000,130805.0000,104056.0000
1400000US36005028500,"Census Tract 285, Bronx County, New York",34045.0000,60078.0000,3377.0000,3284,2063891.0000,1868732.0000,1514398.0000,1214079.0000,949869.0000
1400000US36005033600,"Census Tract 336, Bronx County, New York",19319.0000,33816.0000,6822.0000,6821,2068945.0000,1854723.0000,1683667.0000,1461877.0000,1176650.0000
1400000US36005037800,"Census Tract 378, Bronx County, New York",25692.0000,39758.0000,3260.0000,3295,1970241.0000,1793199.0000,1541779.0000,1253636.0000,1000599.0000
1400000US36059407802,"Census Tract 4078.02, Nassau County, New York",10899.0000,28917.0000,1762.0000,1931,625706.0000,530803.0000,432566.0000,333593.0000,266969.0000
1400000US36059415101,"Census Tract 4151.01, Nassau County, New York",48387.0000,124861.0000,2622.0000,2567,494389.0000,420681.0000,356948.0000,288658.0000,222547.0000
1400000US36093033300,"Census Tract 333, Schenectady County, New York",29309.0000,53864.0000,2130.0000,2083,164161.0000,159947.0000,157951.0000,140416.0000,123188.0000
1400000US36041950400,"Census Tract 9504, Hamilton County, New York",21895.0000,51750.0000,2103.0000,1748,1748.0000,1748.0000,1748.0000,1748.0000,1748.0000
1400000US36047001300,"Census Tract 13, Kings County, New York",70609.0000,112000.0000,2401.0000,2565,2909850.0000,2385023.0000,1927680.0000,1513680.0000,1187090.0000
1400000US36067940000,"Census Tract 9400, Onondaga County, New York",16386.0000,-666666666.0000,141.0000,112,74634.0000,55098.0000,38214.0000,35660.0000,29513.0000
1400000US36069050900,"Census Tract 509, Ontario County, New York",38466.0000,70427.0000,2140.0000,2245,46638.0000,46638.0000,46638.0000,36291.0000,31492.0000
1400000US36099950400,"Census Tract 9504, Seneca County, New York",23692.0000,34750.0000,2772.0000,2907,27736.0000,22757.0000,22757.0000,22757.0000,22757.0000
1400000US36047087401,"Census Tract 874.01, Kings County, New York",20600.0000,30760.0000,3505.0000,3291,2908958.0000,2568672.0000,2208257.0000,1871260.0000,1514222.0000
1400000US36047091800,"Census Tract 918, Kings County, New York",16858.0000,22050.0000,2531.0000,2759,2556549.0000,2151574.0000,1828997.0000,1506028.0000,1244119.0000
1400000US36047096600,"Census Tract 966, Kings County, New York",31429.0000,67679.0000,2558.0000,2445,2344282.0000,1942645.0000,1526323.0000,1214772.0000,883357.0000
1400000US36047110600,"Census Tract 1106, Kings County, New York",15660.0000,17405.0000,4082.0000,4284,2259332.0000,1833695.0000,1525328.0000,1190417.0000,853684.0000
1400000US36081086300,"Census Tract 863, Queens County, New York",20022.0000,39955.0000,6722.0000,6598,1729941.0000,1410667.0000,1164140.0000,976871.0000,735799.0000
1400000US36081099705,"Census Tract 997.05, Queens County, New York",51225.0000,95395.0000,2790.0000,2497,980170.0000,723968.0000,573097.0000,444395.0000,346475.0000
1400000US36081116100,"Census Tract 1161, Queens County, New York",17344.0000,27653.0000,4491.0000,4775,1774268.0000,1404211.0000,1113684.0000,927735.0000,717481.0000
1400000US36111951300,"Census Tract 9513, Ulster County, New York",23314.0000,49118.0000,4301.0000,4429,60015.0000,48068.0000,39781.0000,33264.0000,22388.0000
1400000US36103111002,"Census Tract 1110.02, Suffolk County, New York",30644.0000,60319.0000,5554.0000,5786,222049.0000,195919.0000,165402.0000,140075.0000,116465.0000
1400000US36103122501,"Census Tract 1225.01, Suffolk County, New York",21458.0000,40905.0000,4489.0000,3993,383940.0000,317263.0000,251180.0000,211435.0000,167437.0000
1400000US36005043100,"Census Tract 431, Bronx County, New York",17669.0000,29568.0000,10265.0000,10346,1999870.0000,1818507.0000,1570936.0000,1310172.0000,1030492.0000
1400000US36007000200,"Census Tract 2, Broome County, New York",15241.0000,25425.0000,3345.0000,3159,146092.0000,140184.0000,123637.0000,114368.0000,109055.0000
1400000US36007013500,"Census Tract 135, Broome County, New York",18205.0000,34293.0000,1960.0000,1868,104321.0000,96119.0000,81057.0000,66208.0000,59470.0000
1400000US36059518600,"Census Tract 5186, Nassau County, New York",79825.0000,197153.0000,4240.0000,3977,294312.0000,253755.0000,209557.0000,197822.0000,170527.0000
1400000US36059520900,"Census Tract 5209, Nassau County, New York",51603.0000,134531.0000,4759.0000,4541,491724.0000,449454.0000,380295.0000,319179.0000,270816.0000
1400000US36061001402,"Census Tract 14.02, New York County, New York",20111.0000,29890.0000,2857.0000,2902,2963449.0000,2472651.0000,1909957.0000,1481978.0000,1179103.0000
1400000US36061005400,"Census Tract 54, New York County, New York",103877.0000,150000.0000,4570.0000,4626,2777587.0000,2351401.0000,2007653.0000,1589719.0000,1256610.0000
1400000US36103135102,"Census Tract 1351.02, Suffolk County, New York",47224.0000,129479.0000,4637.0000,4405,230694.0000,193998.0000,180074.0000,145566.0000,111846.0000
1400000US36103146201,"Census Tract 1462.01, Suffolk County, New York",24002.0000,61350.0000,5272.0000,4896,355024.0000,307354.0000,269003.0000,223535.0000,191246.0000
1400000US36047003000,"Census Tract 30, Kings County, New York",45682.0000,70125.0000,1780.0000,1792,1858619.0000,1453916.0000,1170880.0000,888205.0000,696297.0000
1400000US36047007500,"Census Tract 75, Kings County, New York",74976.0000,154375.0000,4700.0000,4543,2820198.0000,2398188.0000,1999341.0000,1557791.0000,1155226.0000
1400000US36047013600,"Census Tract 136, Kings County, New York",37786.0000,68719.0000,3919.0000,3946,1761481.0000,1517924.0000,1231661.0000,994596.0000,769182.0000
1400000US36047016900,"Census Tract 169, Kings County, New York",47188.0000,82732.0000,4739.0000,4682,2821714.0000,2492608.0000,2124253.0000,1682079.0000,1303176.0000
1400000US36075021101,"Census Tract 211.01, Oswego County, New York",24088.0000,35179.0000,3599.0000,3821,47743.0000,39831.0000,25582.0000,24123.0000,24123.0000
1400000US36081000400,"Census Tract 4, Queens County, New York",20965.0000,59566.0000,5231.0000,4896,2560041.0000,2137807.0000,1727952.0000,1312869.0000,1026975.0000
1400000US36081002200,"Census Tract 22, Queens County, New York",31054.0000,70833.0000,2351.0000,2220,2402313.0000,2014550.0000,1674355.0000,1328872.0000,997061.0000
1400000US36111952200,"Census Tract 9522, Ulster County, New York",30424.0000,66681.0000,3569.0000,3675,63515.0000,60190.0000,60190.0000,50200.0000,47600.0000
1400000US36001001901,"Census Tract 19.01, Albany County, New York",49609.0000,86809.0000,2610.0000,2497,238479.0000,230051.0000,216585.0000,204228.0000,178876.0000
1400000US36001013200,"Census Tract 132, Albany County, New York",21582.0000,36176.0000,2954.0000,3146,192132.0000,180688.0000,153197.0000,148654.0000,127594.0000
1400000US36055003500,"Census Tract 35, Monroe County, New York",23327.0000,68063.0000,1688.0000,1726,348540.0000,320561.0000,288289.0000,249281.0000,195125.0000
1400000US36055005700,"Census Tract 57, Monroe County, New York",17273.0000,31588.0000,1851.0000,1881,364005.0000,315467.0000,288610.0000,257814.0000,211923.0000
1400000US36081142900,"Census Tract 1429, Queens County, New York",33750.0000,84464.0000,3444.0000,3323,1592654.0000,1305373.0000,1071837.0000,785548.0000,593103.0000
1400000US36085000700,"Census Tract 7, Richmond County, New York",27788.0000,40147.0000,6051.0000,6228,957379.0000,719857.0000,569381.0000,416131.0000,278543.0000
1400000US36085011401,"Census Tract 114.01, Richmond County, New York",23327.0000,29444.0000,2848.0000,2868,564389.0000,456339.0000,380946.0000,312452.0000,243806.0000
1400000US36117021200,"Census Tract 212, Wayne County, New York",21632.0000,33360.0000,4460.0000,4423,20255.0000,20255.0000,27024.0000,27024.0000,27024.0000
1400000US36067004302,"Census Tract 43.02, Onondaga County, New York",6120.0000,9956.0000,6771.0000,6559,239565.0000,229500.0000,213962.0000,196529.0000,182198.0000
1400000US36005003500,"Census Tract 35, Bronx County, New York",19783.0000,31638.0000,3821.0000,3935,3105092.0000,2696100.0000,2252512.0000,1860767.0000,1429407.0000
