CensusID,CensusName,MedianIncomeByPlaceofBirth,MedianIncome,TotalPopulation,AvgPopulation,Population5M,Population45M,Population4M,Population35M,Population3M
1400000US36055000200,"Census Tract 2, Monroe County, New York",10378.0000,13841.0000,2273.0000,2335,382835.0000,348755.0000,307747.0000,266798.0000,216070.0000
1400000US36055001000,"Census Tract 10, Monroe County, New York",32538.0000,47552.0000,3632.0000,3522,355805.0000,319042.0000,300247.0000,262930.0000,227695.0000
1400000US36055002900,"Census Tract 29, Monroe County, New York",31380.0000,45703.0000,4306.0000,4023,347030.0000,325718.0000,302976.0000,263669.0000,216226.0000
1400000US36055004100,"Census Tract 41, Monroe County, New York",13716.0000,26950.0000,1223.0000,1136,370745.0000,341920.0000,310840.0000,261941.0000,195919.0000
1400000US36055004900,"Census Tract 49, Monroe County, New York",11649.0000,20481.0000,1859.0000,2015,380089.0000,343075.0000,303664.0000,262619.0000,215931.0000
1400000US36055006400,"Census Tract 64, Monroe County, New York",16863.0000,25809.0000,2589.0000,2483,354965.0000,317460.0000,287758.0000,234051.0000,197533.0000
1400000US36055008400,"Census Tract 84, Monroe County, New York",17236.0000,32400.0000,2996.0000,2869,367305.0000,329477.0000,287954.0000,258230.0000,214558.0000
1400000US36055010100,"Census Tract 101, Monroe County, New York",31578.0000,54957.0000,3687.0000,3735,200800.0000,152794.0000,131142.0000,102459.0000,77505.0000
1400000US36055011605,"Census Tract 116.05, Monroe County, New York",39239.0000,73125.0000,1988.0000,2062,226285.0000,170119.0000,141979.0000,113697.0000,81568.0000
1400000US36055012700,"Census Tract 127, Monroe County, New York",53448.0000,97118.0000,3685.0000,3747,332455.0000,299251.0000,235832.0000,179061.0000,145437.0000
1400000US36055012900,"Census Tract 129, Monroe County, New York",45640.0000,80984.0000,5276.0000,5243,338629.0000,287258.0000,230709.0000,176586.0000,141095.0000
1400000US36055013507,"Census Tract 135.07, Monroe County, New York",35956.0000,74056.0000,5549.0000,5773,138039.0000,128908.0000,113756.0000,100302.0000,80575.0000
1400000US36055014001,"Census Tract 140.01, Monroe County, New York",30097.0000,51238.0000,4859.0000,4741,229506.0000,187022.0000,163250.0000,132458.0000,112098.0000
1400000US36055014505,"Census Tract 145.05, Monroe County, New York",28959.0000,60745.0000,5528.0000,5616,77873.0000,60150.0000,55491.0000,55491.0000,55491.0000
1400000US36055015303,"Census Tract 153.03, Monroe County, New York",31897.0000,59918.0000,3081.0000,3052,39968.0000,39968.0000,39968.0000,34764.0000,25703.0000
1400000US36057070200,"Census Tract 702, Montgomery County, New York",22328.0000,29669.0000,2200.0000,2229,39556.0000,35316.0000,31533.0000,31533.0000,28019.0000
1400000US36057070900,"Census Tract 709, Montgomery County, New York",14139.0000,25667.0000,1690.0000,1777,37824.0000,31533.0000,31533.0000,28019.0000,28019.0000
1400000US36059301500,"Census Tract 3015, Nassau County, New York",75549.0000,210972.0000,3052.0000,3095,345579.0000,266260.0000,203715.0000,135530.0000,101663.0000
1400000US36059302600,"Census Tract 3026, Nassau County, New York",51272.0000,106550.0000,2584.0000,2585,981583.0000,789792.0000,634311.0000,488697.0000,388911.0000
1400000US36059304002,"Census Tract 3040.02, Nassau County, New York",33648.0000,75525.0000,4352.0000,4365,548215.0000,446187.0000,363896.0000,274344.0000,205743.0000
1400000US36059405600,"Census Tract 4056, Nassau County, New York",40739.0000,103333.0000,4545.0000,4561,922086.0000,787734.0000,675013.0000,485930.0000,365094.0000
1400000US36059406802,"Census Tract 4068.02, Nassau County, New York",26861.0000,52500.0000,4279.0000,4439,747091.0000,617393.0000,521872.0000,410977.0000,333685.0000
1400000US36059407401,"Census Tract 4074.01, Nassau County, New York",26543.0000,62019.0000,5346.0000,5465,690905.0000,598220.0000,501038.0000,376342.0000,303236.0000
1400000US36059409100,"Census Tract 4091, Nassau County, New York",38885.0000,96505.0000,5018.0000,4978,621074.0000,528716.0000,425509.0000,340715.0000,264188.0000
1400000US36059411800,"Census Tract 4118, Nassau County, New York",49205.0000,101170.0000,5960.0000,5985,823781.0000,638884.0000,534424.0000,414919.0000,307776.0000
1400000US36059413100,"Census Tract 4131, Nassau County, New York",37429.0000,118578.0000,5165.0000,5110,576185.0000,538631.0000,406834.0000,307488.0000,260345.0000
1400000US36059414201,"Census Tract 4142.01, Nassau County, New York",30724.0000,62038.0000,5247.0000,5346,545738.0000,461543.0000,406669.0000,326607.0000,273560.0000
1400000US36059414501,"Census Tract 4145.01, Nassau County, New York",47181.0000,101806.0000,5238.0000,5251,430328.0000,381126.0000,302354.0000,244074.0000,178953.0000
1400000US36059415000,"Census Tract 4150, Nassau County, New York",52997.0000,122439.0000,5760.0000,5980,552773.0000,479028.0000,420931.0000,336479.0000,279995.0000
1400000US36059416402,"Census Tract 4164.02, Nassau County, New York",37078.0000,100650.0000,3156.0000,3069,298880.0000,255461.0000,202921.0000,145416.0000,102889.0000
1400000US36059416801,"Census Tract 4168.01, Nassau County, New York",51682.0000,104716.0000,2103.0000,2172,258227.0000,188933.0000,141942.0000,103967.0000,84848.0000
1400000US36059518700,"Census Tract 5187, Nassau County, New York",61708.0000,153411.0000,5671.0000,5345,264457.0000,227318.0000,206780.0000,170730.0000,135534.0000
1400000US36059519704,"Census Tract 5197.04, Nassau County, New York",56450.0000,134118.0000,3198.0000,3334,346499.0000,301570.0000,230435.0000,184075.0000,150651.0000
1400000US36059521100,"Census Tract 5211, Nassau County, New York",43132.0000,125304.0000,4804.0000,4773,489201.0000,412772.0000,347428.0000,316144.0000,257883.0000
1400000US36059522700,"Census Tract 5227, Nassau County, New York",50503.0000,132875.0000,4891.0000,4941,482518.0000,439612.0000,363915.0000,299724.0000,226477.0000
1400000US36061001300,"Census Tract 13, New York County, New York",102773.0000,139281.0000,4805.0000,4537,2396908.0000,1958198.0000,1579632.0000,1281416.0000,965030.0000
1400000US36061002202,"Census Tract 22.02, New York County, New York",56642.0000,90703.0000,1947.0000,1937,3012246.0000,2537165.0000,2035071.0000,1553569.0000,1217244.0000
1400000US36061003400,"Census Tract 34, New York County, New York",56307.0000,75340.0000,6493.0000,6222,3047410.0000,2571562.0000,2109578.0000,1602988.0000,1208221.0000
1400000US36061005501,"Census Tract 55.01, New York County, New York",101596.0000,160121.0000,4709.0000,4705,2740033.0000,2317650.0000,1857194.0000,1475442.0000,1164628.0000
1400000US36061006700,"Census Tract 67, New York County, New York",78390.0000,99671.0000,5277.0000,5271,2589073.0000,2180066.0000,1770157.0000,1461271.0000,1124760.0000
1400000US36061007800,"Census Tract 78, New York County, New York",70172.0000,118866.0000,8610.0000,7995,3060422.0000,2633281.0000,2217430.0000,1787324.0000,1383150.0000
1400000US36061008300,"Census Tract 83, New York County, New York",41250.0000,69485.0000,4127.0000,3994,2527151.0000,2174881.0000,1840553.0000,1480362.0000,1158098.0000
1400000US36061008800,"Census Tract 88, New York County, New York",71706.0000,103667.0000,7047.0000,6840,3069598.0000,2663780.0000,2227738.0000,1835151.0000,1398464.0000
1400000US36061009100,"Census Tract 91, New York County, New York",87034.0000,116653.0000,6662.0000,6402,2675875.0000,2332715.0000,1957063.0000,1602718.0000,1261007.0000
1400000US36061010400,"Census Tract 104, New York County, New York",71750.0000,120217.0000,1008.0000,914,2849725.0000,2449195.0000,2101317.0000,1816678.0000,1431394.0000
1400000US36061011202,"Census Tract 112.02, New York County, New York",94063.0000,163750.0000,266.0000,257,2941158.0000,2516971.0000,2135283.0000,1824474.0000,1428996.0000
1400000US36061012600,"Census Tract 126, New York County, New York",92565.0000,133878.0000,12920.0000,12658,3145795.0000,2666154.0000,2204045.0000,1788578.0000,1395469.0000
1400000US36061013900,"Census Tract 139, New York County, New York",73140.0000,101912.0000,9600.0000,8702,2668708.0000,2333282.0000,2032419.0000,1701824.0000,1384012.0000
1400000US36061014801,"Census Tract 148.01, New York County, New York",87375.0000,154306.0000,3198.0000,3164,3103382.0000,2588063.0000,2165954.0000,1768233.0000,1361529.0000
1400000US36061016600,"Census Tract 166, New York County, New York",26064.0000,40593.0000,7024.0000,7555,3113771.0000,2593687.0000,2159833.0000,1745235.0000,1364939.0000
1400000US36061017500,"Census Tract 175, New York County, New York",68107.0000,146042.0000,10500.0000,10263,2730194.0000,2324994.0000,1917005.0000,1595330.0000,1272258.0000
1400000US36061018900,"Census Tract 189, New York County, New York",14496.0000,26529.0000,12236.0000,12939,2834748.0000,2426641.0000,2006221.0000,1684975.0000,1373191.0000
1400000US36061020101,"Census Tract 201.01, New York County, New York",32266.0000,112708.0000,1781.0000,1813,2800493.0000,2385277.0000,2041428.0000,1751133.0000,1386385.0000
1400000US36061021400,"Census Tract 214, New York County, New York",26473.0000,53424.0000,3433.0000,3332,2891253.0000,2552580.0000,2210471.0000,1850856.0000,1477280.0000
1400000US36061022200,"Census Tract 222, New York County, New York",31203.0000,52826.0000,3323.0000,3090,2904221.0000,2459480.0000,2129785.0000,1839539.0000,1462422.0000
1400000US36061023100,"Census Tract 231, New York County, New York",26930.0000,42924.0000,6760.0000,6604,2769105.0000,2460679.0000,2079158.0000,1733440.0000,1397044.0000
1400000US36061024500,"Census Tract 245, New York County, New York",19812.0000,38579.0000,15149.0000,15642,2663543.0000,2335352.0000,1942491.0000,1644336.0000,1382114.0000
1400000US36061026500,"Census Tract 265, New York County, New York",29120.0000,73973.0000,8178.0000,7688,2445383.0000,2107004.0000,1825247.0000,1564120.0000,1297968.0000
1400000US36061027700,"Census Tract 277, New York County, New York",15671.0000,31327.0000,7725.0000,7315,2400093.0000,2119375.0000,1834528.0000,1585421.0000,1263684.0000
1400000US36061029100,"Census Tract 291, New York County, New York",18401.0000,34024.0000,12180.0000,12188,2326970.0000,2067146.0000,1808603.0000,1489038.0000,1138531.0000
1400000US36061030300,"Census Tract 303, New York County, New York",35519.0000,61714.0000,5113.0000,4878,2293404.0000,2058260.0000,1787516.0000,1424980.0000,1073638.0000
1400000US36061030700,"Census Tract 307, New York County, New York",47178.0000,76759.0000,3756.0000,3739,2242123.0000,2035221.0000,1755439.0000,1422760.0000,1079157.0000
1400000US36063020700,"Census Tract 207, Niagara County, New York",16341.0000,35191.0000,2937.0000,2948,102807.0000,84516.0000,80914.0000,76234.0000,57614.0000
1400000US36063023001,"Census Tract 230.01, Niagara County, New York",23732.0000,37315.0000,2258.0000,2279,191934.0000,170698.0000,148726.0000,110334.0000,98396.0000
1400000US36063023902,"Census Tract 239.02, Niagara County, New York",29944.0000,53102.0000,4942.0000,4920,69827.0000,69827.0000,60139.0000,53399.0000,53399.0000
1400000US36065021103,"Census Tract 211.03, Oneida County, New York",19384.0000,24750.0000,1247.0000,1253,123415.0000,115636.0000,115636.0000,106089.0000,100762.0000
1400000US36065021602,"Census Tract 216.02, Oneida County, New York",33229.0000,58138.0000,2077.0000,2045,117839.0000,99815.0000,97526.0000,92107.0000,82697.0000
1400000US36065025100,"Census Tract 251, Oneida County, New York",33051.0000,67132.0000,1898.0000,2002,126870.0000,114140.0000,102401.0000,90984.0000,71514.0000
1400000US36065026500,"Census Tract 265, Oneida County, New York",3932.0000,-666666666.0000,1026.0000,997,123560.0000,121047.0000,112428.0000,108373.0000,102926.0000
1400000US36067000200,"Census Tract 2, Onondaga County, New York",21404.0000,36961.0000,3129.0000,2929,271269.0000,260580.0000,232808.0000,191228.0000,148083.0000
1400000US36067001500,"Census Tract 15, Onondaga County, New York",19742.0000,36167.0000,3104.0000,3083,265545.0000,242412.0000,217288.0000,207857.0000,173765.0000
1400000US36067003900,"Census Tract 39, Onondaga County, New York",13869.0000,16518.0000,2664.0000,3006,247178.0000,232349.0000,215296.0000,195415.0000,174748.0000
1400000US36067004500,"Census Tract 45, Onondaga County, New York",26458.0000,54540.0000,3824.0000,4216,258431.0000,229903.0000,204817.0000,189048.0000,171039.0000
1400000US36067005300,"Census Tract 53, Onondaga County, New York",14456.0000,19896.0000,2108.0000,2076,247123.0000,230960.0000,203447.0000,192932.0000,166293.0000
1400000US36067010301,"Census Tract 103.01, Onondaga County, New York",34298.0000,64272.0000,5892.0000,5936,120704.0000,101599.0000,97394.0000,80679.0000,59743.0000
1400000US36067011101,"Census Tract 111.01, Onondaga County, New York",39742.0000,79290.0000,5863.0000,5865,136995.0000,119833.0000,109460.0000,86389.0000,72368.0000
1400000US36067012500,"Census Tract 125, Onondaga County, New York",34910.0000,55880.0000,3705.0000,3891,130090.0000,113325.0000,94471.0000,71939.0000,62951.0000
1400000US36067012600,"Census Tract 126, Onondaga County, New York",32480.0000,64231.0000,5227.0000,5149,144117.0000,107744.0000,90710.0000,79599.0000,69018.0000
1400000US36067013900,"Census Tract 139, Onondaga County, New York",27424.0000,46598.0000,2986.0000,2929,243733.0000,180520.0000,161135.0000,134212.0000,112546.0000
1400000US36067015201,"Census Tract 152.01, Onondaga County, New York",41570.0000,80754.0000,3069.0000,3057,69217.0000,66209.0000,60983.0000,49161.0000,36586.0000
1400000US36069050201,"Census Tract 502.01, Ontario County, New York",36721.0000,63287.0000,6900.0000,6687,53981.0000,50483.0000,50483.0000,26634.0000,26634.0000
1400000US36069051800,"Census Tract 518, Ontario County, New York",20093.0000,30417.0000,2699.0000,2656,33741.0000,33741.0000,33741.0000,33741.0000,33741.0000
1400000US36071000502,"Census Tract 5.02, Orange County, New York",23083.0000,41875.0000,3865.0000,3948,136852.0000,136852.0000,132377.0000,116941.0000,88796.0000
1400000US36071011500,"Census Tract 115, Orange County, New York",30842.0000,81722.0000,6993.0000,6997,67946.0000,63029.0000,39672.0000,39672.0000,30373.0000
1400000US36071013800,"Census Tract 138, Orange County, New York",41094.0000,84100.0000,2929.0000,2821,44223.0000,41977.0000,32642.0000,27764.0000,23225.0000
1400000US36075021602,"Census Tract 216.02, Oswego County, New York",12876.0000,33785.0000,3540.0000,3523,33957.0000,33957.0000,33957.0000,33957.0000,33957.0000
1400000US36079010300,"Census Tract 103, Putnam County, New York",35392.0000,80324.0000,4690.0000,4708,68375.0000,60856.0000,55928.0000,45461.0000,35758.0000
1400000US36081000200,"Census Tract 2, Queens County, New York",28561.0000,67619.0000,3323.0000,3425,2617798.0000,2235988.0000,1836087.0000,1369598.0000,1072987.0000
1400000US36081000600,"Census Tract 6, Queens County, New York",25013.0000,80352.0000,4142.0000,4208,2512182.0000,2091488.0000,1653784.0000,1307261.0000,961173.0000
1400000US36081001600,"Census Tract 16, Queens County, New York",28241.0000,78359.0000,2848.0000,2967,2434632.0000,2029481.0000,1626902.0000,1283543.0000,966731.0000
1400000US36081003900,"Census Tract 39, Queens County, New York",22644.0000,43194.0000,1690.0000,1658,3347642.0000,2829019.0000,2290411.0000,1779312.0000,1345994.0000
1400000US36081005300,"Census Tract 53, Queens County, New York",34594.0000,62250.0000,4926.0000,4666,3284517.0000,2743203.0000,2274717.0000,1762785.0000,1289238.0000
1400000US36001000401,"Census Tract 4.01, Albany County, New York",31924.0000,74255.0000,2459.0000,2377,151084.0000,133450.0000,99922.0000,92347.0000,69451.0000
1400000US36001000600,"Census Tract 6, Albany County, New York",16597.0000,26078.0000,3764.0000,3810,259061.0000,225469.0000,218578.0000,190938.0000,180658.0000
1400000US36001001600,"Census Tract 16, Albany County, New York",28710.0000,48333.0000,4198.0000,4163,239599.0000,232708.0000,224473.0000,208033.0000,179049.0000
1400000US36001013300,"Census Tract 133, Albany County, New York",30415.0000,52410.0000,4921.0000,4878,207709.0000,180688.0000,169347.0000,148654.0000,138983.0000
1400000US36001014615,"Census Tract 146.15, Albany County, New York",40040.0000,58835.0000,3073.0000,2888,99785.0000,77213.0000,56607.0000,48876.0000,38853.0000
1400000US36005001600,"Census Tract 16, Bronx County, New York",18042.0000,33118.0000,6115.0000,6056,2535507.0000,2057190.0000,1472646.0000,1113864.0000,774066.0000
1400000US36081007500,"Census Tract 75, Queens County, New York",47654.0000,81716.0000,4252.0000,4492,3336746.0000,2758468.0000,2201129.0000,1718767.0000,1294132.0000
1400000US36081008800,"Census Tract 88, Queens County, New York",42880.0000,86731.0000,3772.0000,3691,1875713.0000,1533447.0000,1165873.0000,886413.0000,651181.0000
1400000US36081010400,"Census Tract 104, Queens County, New York",27689.0000,67589.0000,3556.0000,3320,1885979.0000,1485985.0000,1192365.0000,959955.0000,734846.0000
1400000US36081011900,"Census Tract 119, Queens County, New York",32255.0000,63750.0000,1565.0000,1576,3194431.0000,2622466.0000,2035175.0000,1506863.0000,1118650.0000
1400000US36081012200,"Census Tract 122, Queens County, New York",24950.0000,61563.0000,3293.0000,3373,2177069.0000,1822354.0000,1447900.0000,1111493.0000,886901.0000
1400000US36081012602,"Census Tract 126.02, Queens County, New York",27059.0000,64000.0000,2736.0000,2628,2280995.0000,1878901.0000,1524307.0000,1157965.0000,907446.0000
1400000US36081013500,"Census Tract 135, Queens County, New York",36000.0000,67132.0000,1607.0000,1447,3104083.0000,2568617.0000,1979844.0000,1408066.0000,1065834.0000
1400000US36081014201,"Census Tract 142.01, Queens County, New York",27412.0000,65625.0000,4285.0000,4219,2117706.0000,1824847.0000,1447206.0000,1127417.0000,913296.0000
1400000US36081014400,"Census Tract 144, Queens County, New York",22297.0000,49400.0000,2082.0000,2223,2175574.0000,1852905.0000,1438286.0000,1114696.0000,888591.0000
1400000US36081016100,"Census Tract 161, Queens County, New York",27101.0000,51964.0000,2482.0000,2556,3228276.0000,2685810.0000,2164295.0000,1541368.0000,1137235.0000
1400000US36081017900,"Census Tract 179, Queens County, New York",31822.0000,43750.0000,967.0000,979,3297983.0000,2774868.0000,2404393.0000,1890382.0000,1314562.0000
1400000US36081018900,"Census Tract 189, Queens County, New York",32281.0000,67618.0000,3644.0000,3542,3289646.0000,2810600.0000,2406336.0000,1875462.0000,1359088.0000
1400000US36081020600,"Census Tract 206, Queens County, New York",25000.0000,69630.0000,1974.0000,1930,1838783.0000,1551064.0000,1224127.0000,986375.0000,799067.0000
1400000US36081023800,"Census Tract 238, Queens County, New York",22764.0000,45896.0000,4774.0000,4951,1990419.0000,1679845.0000,1388795.0000,1116033.0000,837863.0000
1400000US36081025800,"Census Tract 258, Queens County, New York",27797.0000,60368.0000,2203.0000,2405,1622359.0000,1347985.0000,1129107.0000,945902.0000,750888.0000
1400000US36081027600,"Census Tract 276, Queens County, New York",27598.0000,53594.0000,1299.0000,1198,1484681.0000,1237536.0000,1075723.0000,901382.0000,725621.0000
1400000US36081027800,"Census Tract 278, Queens County, New York",22798.0000,40000.0000,2374.0000,2368,1437781.0000,1203552.0000,1041465.0000,869987.0000,707006.0000
1400000US36081030902,"Census Tract 309.02, Queens County, New York",26517.0000,52380.0000,7652.0000,7954,3141584.0000,2319542.0000,1781338.0000,1325914.0000,920541.0000
1400000US36081035100,"Census Tract 351, Queens County, New York",27374.0000,55000.0000,4178.0000,4215,2608173.0000,2040695.0000,1519457.0000,1132502.0000,954003.0000
1400000US36081036800,"Census Tract 368, Queens County, New York",35951.0000,76359.0000,2673.0000,2502,1350325.0000,1156153.0000,976182.0000,774817.0000,621810.0000
1400000US36081039400,"Census Tract 394, Queens County, New York",32458.0000,64550.0000,3013.0000,2986,1313512.0000,1141910.0000,961982.0000,790103.0000,629223.0000
1400000US36005002000,"Census Tract 20, Bronx County, New York",13995.0000,18370.0000,9608.0000,9131,2699942.0000,2264443.0000,1670095.0000,1208921.0000,884325.0000
1400000US36005004001,"Census Tract 40.01, Bronx County, New York",26299.0000,49706.0000,1428.0000,1489,2296282.0000,1909593.0000,1510115.0000,1264443.0000,959352.0000
1400000US36005004600,"Census Tract 46, Bronx County, New York",19981.0000,39643.0000,1876.0000,1976,2593276.0000,2171112.0000,1795242.0000,1307858.0000,1013335.0000
1400000US36005006500,"Census Tract 65, Bronx County, New York",16751.0000,25526.0000,5471.0000,5609,2959691.0000,2582656.0000,2270206.0000,1877330.0000,1483108.0000
1400000US36005008900,"Census Tract 89, Bronx County, New York",16157.0000,24821.0000,3373.0000,3323,2957660.0000,2585862.0000,2123782.0000,1697115.0000,1328600.0000
1400000US36005009600,"Census Tract 96, Bronx County, New York",21422.0000,49130.0000,2607.0000,2597,1944604.0000,1579625.0000,1350533.0000,1036409.0000,719783.0000
1400000US36005013000,"Census Tract 130, Bronx County, New York",31399.0000,76771.0000,1520.0000,1447,1390663.0000,994049.0000,734802.0000,558549.0000,426028.0000
1400000US36005015300,"Census Tract 153, Bronx County, New York",14820.0000,17154.0000,4847.0000,4880,2614064.0000,2250593.0000,2011978.0000,1729414.0000,1480892.0000
1400000US36005016900,"Census Tract 169, Bronx County, New York",15369.0000,28064.0000,1440.0000,1361,2590578.0000,2294005.0000,1963865.0000,1751031.0000,1539720.0000
1400000US36005017901,"Census Tract 179.01, Bronx County, New York",13279.0000,30587.0000,5071.0000,5112,2689960.0000,2367249.0000,2038451.0000,1812735.0000,1513862.0000
1400000US36005018102,"Census Tract 181.02, Bronx County, New York",19690.0000,35593.0000,6247.0000,5851,2770683.0000,2377408.0000,2101186.0000,1779356.0000,1514436.0000
1400000US36005019700,"Census Tract 197, Bronx County, New York",16566.0000,25302.0000,7489.0000,6795,2659121.0000,2357322.0000,2068256.0000,1778131.0000,1490687.0000
1400000US36005020200,"Census Tract 202, Bronx County, New York",19004.0000,29868.0000,2257.0000,2194,1974594.0000,1689565.0000,1424764.0000,1183248.0000,890308.0000
1400000US36005021100,"Census Tract 211, Bronx County, New York",17447.0000,27539.0000,5157.0000,5200,2607033.0000,2272880.0000,1989404.0000,1764082.0000,1449334.0000
1400000US36005022404,"Census Tract 224.04, Bronx County, New York",25983.0000,39651.0000,4186.0000,4265,2059622.0000,1894803.0000,1714097.0000,1504248.0000,1278405.0000
1400000US36005022800,"Census Tract 228, Bronx County, New York",30688.0000,52447.0000,6023.0000,5912,2064359.0000,1884291.0000,1686838.0000,1498033.0000,1241671.0000
1400000US36005023704,"Census Tract 237.04, Bronx County, New York",15053.0000,21394.0000,4295.0000,4142,2330737.0000,2101614.0000,1911001.0000,1682752.0000,1448223.0000
1400000US36005025000,"Census Tract 250, Bronx County, New York",37203.0000,76111.0000,2716.0000,2723,2021119.0000,1807300.0000,1590009.0000,1367779.0000,1091761.0000
1400000US36005026702,"Census Tract 267.02, Bronx County, New York",18327.0000,35315.0000,7115.0000,7146,2193899.0000,1998843.0000,1794524.0000,1514213.0000,1219742.0000
1400000US36081041500,"Census Tract 415, Queens County, New York",18017.0000,44659.0000,4278.0000,4056,2184527.0000,1796007.0000,1504068.0000,1210288.0000,964050.0000
1400000US36081043200,"Census Tract 432, Queens County, New York",33938.0000,91750.0000,1427.0000,1403,1465475.0000,1244674.0000,1031121.0000,880791.0000,733071.0000
1400000US36081044301,"Census Tract 443.01, Queens County, New York",14876.0000,28686.0000,3613.0000,3442,2295881.0000,1898092.0000,1594668.0000,1268403.0000,978988.0000
1400000US36081044800,"Census Tract 448, Queens County, New York",24926.0000,57500.0000,2923.0000,2936,1937376.0000,1661151.0000,1425388.0000,1125139.0000,855355.0000
1400000US36081046500,"Census Tract 465, Queens County, New York",17580.0000,38313.0000,3329.0000,3348,2592685.0000,1872947.0000,1521803.0000,1245859.0000,988462.0000
1400000US36081048000,"Census Tract 480, Queens County, New York",27188.0000,63688.0000,2730.0000,2684,1632343.0000,1408577.0000,1155141.0000,957339.0000,724976.0000
1400000US36081049900,"Census Tract 499, Queens County, New York",24102.0000,56801.0000,5490.0000,5123,2910439.0000,2356995.0000,1865918.0000,1392857.0000,1052127.0000
1400000US36081051700,"Census Tract 517, Queens County, New York",31531.0000,63672.0000,1862.0000,1959,3258477.0000,2685499.0000,2084705.0000,1578958.0000,1217356.0000
1400000US36081053800,"Census Tract 538, Queens County, New York",27214.0000,95714.0000,1782.0000,1696,1290105.0000,1129092.0000,977862.0000,774588.0000,612054.0000
1400000US36081055600,"Census Tract 556, Queens County, New York",32059.0000,75147.0000,2322.0000,2345,1376255.0000,1171091.0000,941264.0000,752333.0000,561447.0000
1400000US36081056500,"Census Tract 565, Queens County, New York",30081.0000,62404.0000,1571.0000,1527,3014723.0000,2534451.0000,2124659.0000,1677337.0000,1181784.0000
1400000US36081059200,"Census Tract 592, Queens County, New York",38167.0000,105833.0000,1307.0000,1193,1207707.0000,1034064.0000,867928.0000,707767.0000,572909.0000
1400000US36081061601,"Census Tract 616.01, Queens County, New York",34507.0000,97500.0000,2376.0000,2278,1120348.0000,965249.0000,788919.0000,646156.0000,507305.0000
1400000US36081062300,"Census Tract 623, Queens County, New York",39939.0000,79813.0000,2137.0000,2033,2806780.0000,2423488.0000,2002415.0000,1628084.0000,1224213.0000
1400000US36081063301,"Census Tract 633.01, Queens County, New York",40546.0000,79583.0000,1490.0000,1483,2792454.0000,2394952.0000,1963242.0000,1601381.0000,1222294.0000
1400000US36081065000,"Census Tract 650, Queens County, New York",36800.0000,87417.0000,3100.0000,3035,1166447.0000,943304.0000,774831.0000,599924.0000,452862.0000
1400000US36081066900,"Census Tract 669, Queens County, New York",48082.0000,75664.0000,1584.0000,1641,2956848.0000,2419182.0000,1985297.0000,1469282.0000,1110702.0000
1400000US36081069701,"Census Tract 697.01, Queens County, New York",43223.0000,64861.0000,3807.0000,3901,2499561.0000,2134858.0000,1749781.0000,1431550.0000,1093071.0000
1400000US36081071304,"Census Tract 713.04, Queens County, New York",35222.0000,48032.0000,6032.0000,6384,2409766.0000,2054727.0000,1710411.0000,1384826.0000,1068398.0000
1400000US36081072100,"Census Tract 721, Queens County, New York",26634.0000,50744.0000,4334.0000,4531,2378568.0000,2031633.0000,1695302.0000,1382192.0000,1066832.0000
1400000US36005028700,"Census Tract 287, Bronx County, New York",29091.0000,54531.0000,3332.0000,3174,2112278.0000,1876737.0000,1614359.0000,1285048.0000,981228.0000
1400000US36005031400,"Census Tract 314, Bronx County, New York",38514.0000,86761.0000,2228.0000,2193,1888330.0000,1665590.0000,1410863.0000,1157552.0000,926311.0000
1400000US36005033202,"Census Tract 332.02, Bronx County, New York",24593.0000,47672.0000,4334.0000,4409,2067064.0000,1918948.0000,1695720.0000,1524294.0000,1234566.0000
1400000US36005035800,"Census Tract 358, Bronx County, New York",29979.0000,69939.0000,8115.0000,7068,1824273.0000,1554876.0000,1320928.0000,1068580.0000,796753.0000
1400000US36005036901,"Census Tract 369.01, Bronx County, New York",13687.0000,18679.0000,2259.0000,2235,2357986.0000,2129204.0000,1911072.0000,1716712.0000,1531525.0000
1400000US36005038200,"Census Tract 382, Bronx County, New York",29056.0000,50469.0000,2814.0000,2831,1890702.0000,1710298.0000,1447603.0000,1162603.0000,932749.0000
1400000US36005039902,"Census Tract 399.02, Bronx County, New York",17607.0000,33142.0000,5375.0000,5545,2224290.0000,2050693.0000,1863316.0000,1686451.0000,1422246.0000
1400000US36005040400,"Census Tract 404, Bronx County, New York",30704.0000,49306.0000,3483.0000,3139,1809616.0000,1545755.0000,1300714.0000,1042246.0000,804756.0000
1400000US36005040701,"Census Tract 407.01, Bronx County, New York",24252.0000,35785.0000,3291.0000,3140,2125445.0000,1976198.0000,1751711.0000,1549938.0000,1291804.0000
1400000US36005041400,"Census Tract 414, Bronx County, New York",22580.0000,51434.0000,4769.0000,4776,1437214.0000,1237072.0000,1056968.0000,884650.0000,692143.0000
1400000US36005042902,"Census Tract 429.02, Bronx County, New York",17489.0000,26621.0000,4445.0000,4544,2033896.0000,1850378.0000,1629491.0000,1365908.0000,1091263.0000
1400000US36007000600,"Census Tract 6, Broome County, New York",18224.0000,30298.0000,2197.0000,2133,125953.0000,125953.0000,125953.0000,108288.0000,82285.0000
1400000US36007012900,"Census Tract 129, Broome County, New York",28875.0000,53500.0000,1710.0000,1679,142394.0000,112688.0000,94976.0000,82573.0000,65452.0000
1400000US36007014100,"Census Tract 141, Broome County, New York",28337.0000,50231.0000,3037.0000,3184,157421.0000,144886.0000,132066.0000,109843.0000,104536.0000
