hour,lat,long,base,MedianIncomeByPlaceofBirth,MedianIncome,AvgPopulation,UserGroup
40,41.0099,-73.8226,B02617,77757.0,209583.0,5655.0,1
54,40.669,-73.9831,B02598,68304.0,141250.0,2746.0,1
26,40.8622,-73.9067,B02682,17260.0,32115.0,5929.0,0
24,40.6958,-73.7593,B02617,26959.0,53000.0,1405.0,0
18,40.8326,-73.9255,B02617,17329.0,26370.0,8200.0,0
52,40.6402,-73.9904,B02617,18002.0,37813.0,5895.0,0
29,41.1068,-74.0193,B02598,23788.0,51181.0,7975.0,0
24,40.759,-73.2095,B02512,41052.0,99750.0,2401.0,1
59,40.7481,-73.9877,B02617,64683.0,89583.0,1980.0,1
20,40.6691,-73.7082,B02617,46382.0,104722.0,7205.0,1
5,40.7518,-73.7925,B02617,30712.0,76912.0,2988.0,1
29,40.608,-73.9876,B02617,22881.0,46544.0,3667.0,0
51,40.7075,-73.6743,B02617,39545.0,95104.0,4269.0,1
58,40.656,-73.9564,B02617,31669.0,47109.0,5106.0,0
13,40.7499,-73.8807,B02598,27317.0,51875.0,6541.0,0
32,40.603,-73.9425,B02617,36632.0,66445.0,2568.0,1
34,40.8286,-73.8592,B02617,26299.0,49706.0,1489.0,0
26,40.7577,-73.9458,B02617,12799.0,18060.0,6592.0,0
14,40.7996,-73.9524,B02598,37343.0,57589.0,8289.0,0
20,40.6691,-73.7082,B02617,46382.0,104722.0,7205.0,1
39,40.6724,-73.9648,B02682,46033.0,67857.0,5166.0,1
26,40.9846,-73.6847,B02617,53662.0,125972.0,5074.0,1
43,40.7541,-73.9424,B02617,12799.0,18060.0,6592.0,0
37,40.6282,-73.9753,B02598,15998.0,30659.0,4051.0,0
39,40.6924,-73.9548,B02682,33538.0,59798.0,2712.0,0
23,40.8255,-73.8928,B02598,12808.0,20859.0,1954.0,0
18,40.8535,-73.6168,B02617,27370.0,70114.0,4900.0,1
57,40.8334,-73.8509,B02617,20838.0,44318.0,5975.0,0
7,40.8398,-73.9167,B02617,16829.0,26732.0,3948.0,0
9,40.8713,-73.8928,B02682,24252.0,35785.0,3140.0,0
57,40.6941,-73.7467,B02617,32145.0,73385.0,2387.0,1
6,40.8753,-73.8376,B02617,22912.0,37440.0,9410.0,0
27,40.7582,-73.9385,B02617,19454.0,25500.0,2660.0,0
0,40.8318,-73.9195,B02512,19690.0,35593.0,5851.0,0
55,40.8168,-73.0561,B02617,44167.0,90256.0,3240.0,1
1,40.8227,-73.897,B02598,15917.0,23255.0,4240.0,0
38,40.7427,-74.0069,B02617,41250.0,69485.0,3994.0,1
47,40.6022,-73.9542,B02598,27211.0,54926.0,2359.0,0
48,40.8431,-73.8779,B02617,11300.0,24063.0,6028.0,0
4,40.6814,-73.9644,B02617,51769.0,94375.0,3828.0,1
27,40.8262,-73.92,B02617,18244.0,33226.0,3836.0,0
54,40.7114,-73.9836,B02598,19173.0,32068.0,8016.0,0
30,40.8263,-73.9205,B02598,18244.0,33226.0,3836.0,0
53,40.6292,-73.965,B02598,22583.0,39511.0,3777.0,0
48,40.8241,-73.81,B02617,35563.0,76600.0,2794.0,1
3,40.6316,-74.0349,B02598,51071.0,108125.0,2255.0,1
1,40.6153,-74.0092,B02598,35559.0,75750.0,1487.0,1
54,40.6165,-73.934,B02598,29911.0,78103.0,2110.0,1
51,40.9177,-73.8158,B02617,41281.0,91667.0,1658.0,1
37,40.8409,-73.8844,B02617,14537.0,23080.0,2035.0,0
38,40.8411,-73.8725,B02617,15443.0,27969.0,2174.0,0
30,40.7015,-73.9387,B02598,11607.0,17518.0,3755.0,0
56,40.7641,-73.967,B02617,93977.0,155353.0,2126.0,1
31,40.6416,-73.9592,B02617,25962.0,55577.0,4262.0,0
9,40.7086,-73.9559,B02598,25425.0,51927.0,6523.0,0
41,40.7096,-73.8155,B02617,26947.0,70729.0,5271.0,1
51,40.7075,-73.9293,B02598,18167.0,53125.0,2337.0,0
38,40.7181,-74.015,B02598,85525.0,157652.0,5632.0,1
3,40.7724,-73.8451,B02617,27188.0,69886.0,1234.0,1
57,40.5985,-73.96,B02617,31332.0,49750.0,2950.0,0
51,41.0444,-73.9607,B02617,30811.0,121750.0,2879.0,1
21,40.657,-73.6316,B02617,45135.0,110401.0,3506.0,1
38,40.6415,-73.9532,B02617,25176.0,37367.0,5154.0,0
30,40.7553,-73.8282,B02617,20337.0,38885.0,4395.0,0
6,40.8239,-73.899,B02617,15917.0,23255.0,4240.0,0
40,40.8756,-73.8764,B02598,17489.0,26621.0,4544.0,0
52,40.8358,-73.8669,B02617,20318.0,37008.0,6870.0,0
0,40.8386,-73.9098,B02598,16265.0,31281.0,8440.0,0
38,40.7228,-73.9014,B02598,32255.0,83333.0,1958.0,1
11,40.7408,-73.1689,B02617,57981.0,117443.0,1474.0,1
42,40.8818,-73.8636,B02617,24271.0,35313.0,2841.0,0
41,40.8027,-73.9533,B02598,32101.0,47059.0,7110.0,0
47,40.8427,-73.503,B02682,69250.0,225208.0,4319.0,1
22,40.7699,-73.4843,B02617,44188.0,128393.0,2549.0,1
0,40.7361,-73.9769,B02598,79107.0,123563.0,5423.0,1
25,41.0915,-73.9214,B02598,37315.0,69286.0,6215.0,1
28,40.6857,-73.9919,B02617,73409.0,132500.0,3417.0,1
50,40.6888,-73.7825,B02617,34091.0,69850.0,1926.0,1
57,40.7258,-73.9975,B02512,101596.0,160121.0,4705.0,1
12,40.6035,-74.1205,B02598,25945.0,33947.0,2586.0,0
38,40.66,-73.9808,B02617,47188.0,82732.0,4682.0,1
40,40.6439,-73.8887,B02598,36776.0,83542.0,1710.0,1
14,40.7289,-73.9784,B02617,56307.0,75340.0,6222.0,1
4,40.7748,-73.9902,B02617,39637.0,61595.0,7682.0,0
28,40.7288,-73.9808,B02617,56307.0,75340.0,6222.0,1
6,40.8306,-73.8759,B02512,15999.0,31692.0,6292.0,0
46,40.7435,-73.9817,B02598,83193.0,108362.0,7002.0,1
23,40.9719,-73.8837,B02682,35653.0,83713.0,3759.0,1
44,40.674,-73.9682,B02617,57288.0,113574.0,4310.0,1
32,40.9251,-72.7339,B02617,27842.0,46182.0,7775.0,0
8,40.8344,-73.9146,B02598,13279.0,30587.0,5112.0,0
8,40.8122,-73.9599,B02617,33252.0,48955.0,9976.0,0
46,40.8816,-73.8867,B02598,35633.0,46127.0,3138.0,0
52,40.9694,-73.7103,B02617,48012.0,103137.0,5379.0,1
55,40.6717,-73.9328,B02617,25693.0,36548.0,3188.0,0
16,40.6507,-74.0031,B02617,32948.0,64246.0,3399.0,0
19,40.8246,-73.9156,B02617,17826.0,28451.0,5781.0,0
3,40.6794,-74.0019,B02617,64336.0,111313.0,1885.0,1
32,40.7309,-73.692,B02617,47071.0,126389.0,6079.0,1
1,40.6323,-74.0208,B02617,27465.0,61410.0,5203.0,0
22,40.7568,-73.715,B02598,33636.0,51801.0,1926.0,0
52,40.9855,-73.6837,B02682,53662.0,125972.0,5074.0,1
27,40.6216,-73.9348,B02512,33167.0,70033.0,3638.0,1
49,40.6931,-73.8343,B02598,26031.0,69265.0,3261.0,1
12,40.8904,-73.8604,B02617,20351.0,32262.0,4780.0,0
47,40.694,-73.7348,B02598,39023.0,81731.0,1122.0,1
25,40.7293,-73.8956,B02598,33269.0,62708.0,1914.0,0
51,40.9625,-73.8263,B02617,60578.0,161034.0,3222.0,1
13,40.7798,-73.9746,B02598,83682.0,121652.0,6305.0,1
14,40.8551,-73.9011,B02512,19837.0,36998.0,6790.0,0
16,40.8103,-73.3881,B02512,53980.0,127244.0,4094.0,1
7,40.8397,-73.9181,B02682,16829.0,26732.0,3948.0,0
11,40.7547,-73.9052,B02682,42317.0,65955.0,3559.0,1
47,40.6211,-74.0292,B02598,32008.0,86800.0,2541.0,1
4,40.9866,-73.8103,B02617,54482.0,88698.0,2946.0,1
50,40.7693,-73.7229,B02598,57857.0,97180.0,4280.0,1
55,40.7221,-73.9881,B02617,54754.0,72258.0,4167.0,1
29,40.7112,-73.8548,B02617,48750.0,71563.0,1254.0,1
35,40.8112,-73.9013,B02682,16258.0,27136.0,6887.0,0
9,40.6287,-73.916,B02598,34421.0,62458.0,3960.0,0
37,40.7614,-73.9504,B02598,56635.0,88724.0,9278.0,1
10,40.5983,-73.9619,B02682,21111.0,55673.0,2466.0,0
45,40.8628,-73.5223,B02617,41948.0,92952.0,6226.0,1
0,40.6227,-73.9205,B02598,41580.0,107264.0,2882.0,1
27,40.7629,-73.9602,B02617,80656.0,114597.0,7499.0,1
24,40.8624,-73.8967,B02617,18361.0,31500.0,1222.0,0
56,40.6782,-73.8698,B02682,25721.0,40234.0,2533.0,0
29,40.7885,-73.9549,B02598,54493.0,118317.0,3599.0,1
13,40.6811,-73.8833,B02598,27431.0,50170.0,2937.0,0
49,40.776,-73.4635,B02598,50215.0,126396.0,5386.0,1
43,40.6608,-73.961,B02682,32617.0,61974.0,5811.0,0
5,40.7576,-73.7829,B02598,27464.0,60769.0,3415.0,0
42,40.8709,-73.8875,B02682,18217.0,33419.0,6823.0,0
33,40.6099,-73.929,B02617,42857.0,100978.0,2202.0,1
32,40.7223,-73.9832,B02598,56642.0,90703.0,1937.0,1
56,40.7619,-73.8296,B02617,25302.0,41612.0,2263.0,0
1,40.6421,-73.9477,B02617,30232.0,48140.0,6395.0,0
15,40.7091,-73.969,B02682,26060.0,36214.0,5172.0,0
12,40.887,-73.7798,B02598,38814.0,71771.0,6623.0,1
1,40.8279,-73.9062,B02617,19493.0,32680.0,7342.0,0
52,40.8456,-73.6216,B02617,51768.0,107125.0,4860.0,1
18,40.8535,-73.6168,B02617,27370.0,70114.0,4900.0,1
3,40.6431,-73.5224,B02512,53955.0,131985.0,4497.0,1
2,40.6582,-73.6711,B02617,41952.0,84427.0,5828.0,1
2,40.7335,-73.6863,B02617,45515.0,116199.0,5793.0,1
40,40.6897,-73.8047,B02617,22133.0,52292.0,3117.0,0
25,40.6959,-73.6166,B02617,28068.0,73359.0,5686.0,1
29,40.7387,-73.3947,B02617,37566.0,90000.0,2213.0,1
40,40.7085,-73.7419,B02617,27214.0,95714.0,1696.0,1
0,40.7444,-73.8941,B02617,30911.0,54906.0,4213.0,0
16,40.6062,-73.9895,B02617,26146.0,60741.0,2420.0,0
2,40.8393,-73.826,B02617,47105.0,93250.0,4521.0,1
37,40.7148,-73.8027,B02682,27724.0,80000.0,2183.0,1
37,40.8494,-73.9065,B02598,15137.0,24621.0,4185.0,0
58,40.7255,-73.9901,B02617,37250.0,85417.0,2883.0,1
42,40.8329,-73.919,B02598,19690.0,35593.0,5851.0,0
11,40.6256,-73.9237,B02682,35585.0,88385.0,2477.0,1
10,40.716,-73.9869,B02598,66292.0,84489.0,3199.0,1
12,40.6071,-73.9902,B02617,20319.0,55231.0,3684.0,0
50,40.7312,-73.9858,B02617,62654.0,89818.0,9429.0,1
1,40.7059,-73.8093,B02617,22764.0,45896.0,4951.0,0
5,40.622,-74.0289,B02617,32008.0,86800.0,2541.0,1
58,40.7186,-73.7554,B02617,32440.0,83101.0,3254.0,1
52,40.7992,-73.9669,B02682,59603.0,101667.0,9481.0,1
47,40.7813,-73.8052,B02682,27180.0,64656.0,3506.0,0
35,40.5509,-74.1533,B02598,41862.0,77843.0,6841.0,1
35,40.7015,-73.7554,B02598,24167.0,69350.0,1695.0,1
57,40.879,-73.9152,B02598,61451.0,100996.0,5325.0,1
17,40.8344,-73.9175,B02617,19690.0,35593.0,5851.0,0
10,40.7587,-73.9126,B02617,32037.0,60577.0,2029.0,0
14,40.7444,-73.6836,B02598,46796.0,139250.0,4483.0,1
37,40.6722,-73.8803,B02598,27925.0,51852.0,3013.0,0
24,40.6762,-73.9757,B02617,76597.0,130021.0,5125.0,1
19,40.9224,-73.8712,B02617,36154.0,85625.0,4322.0,1
6,40.6909,-73.6,B02598,26384.0,65071.0,5091.0,1
20,40.6892,-73.9927,B02682,84704.0,145721.0,3465.0,1
10,40.6721,-73.9837,B02598,73917.0,134536.0,3594.0,1
20,40.5812,-73.9499,B02598,50066.0,86953.0,879.0,1
2,40.7229,-73.9836,B02512,33720.0,53333.0,2848.0,0
57,41.0111,-73.7122,B02617,115278.0,222708.0,3258.0,1
51,40.69,-73.9803,B02617,33147.0,85577.0,2879.0,1
8,40.8297,-73.9407,B02598,25351.0,40145.0,6132.0,0
27,40.7098,-73.9481,B02598,43769.0,83864.0,2408.0,1
20,40.7454,-73.9215,B02598,39023.0,62733.0,3683.0,0
30,40.6523,-73.9005,B02598,28750.0,47406.0,2256.0,0
59,40.7245,-73.7048,B02598,49135.0,122865.0,5016.0,1
55,40.8225,-73.8557,B02682,18042.0,33118.0,6056.0,0
2,40.6194,-74.0179,B02682,44345.0,102829.0,1842.0,1
20,40.8427,-73.9104,B02598,16265.0,31281.0,8440.0,0
32,40.8373,-73.9426,B02617,19812.0,38579.0,15642.0,0
16,40.739,-73.8776,B02598,22302.0,47358.0,4415.0,0
57,40.7558,-73.9864,B02598,89107.0,110000.0,120.0,1
18,40.6122,-73.9652,B02682,35988.0,71848.0,3035.0,1
23,40.7465,-73.6023,B02617,41742.0,89409.0,4796.0,1
18,40.577,-73.9642,B02598,15083.0,21750.0,2923.0,0
13,40.8768,-73.8609,B02617,21569.0,36781.0,4816.0,0
45,40.7426,-73.9178,B02617,26195.0,50274.0,8843.0,0
58,40.8109,-73.9581,B02598,33252.0,48955.0,9976.0,0
14,40.7577,-73.8367,B02598,25302.0,41612.0,2263.0,0
15,40.7674,-73.9665,B02512,96702.0,187292.0,3504.0,1
32,40.797,-73.9492,B02617,16421.0,34023.0,7774.0,0
28,40.8847,-73.9154,B02617,47813.0,85500.0,1309.0,1
34,40.73,-73.6828,B02617,47071.0,126389.0,6079.0,1
15,40.7034,-73.6861,B02617,31417.0,85592.0,8499.0,1
45,40.6813,-73.8538,B02617,22651.0,59234.0,2769.0,0
44,40.8688,-73.1284,B02598,41108.0,101736.0,4260.0,1
52,40.8062,-73.914,B02617,11952.0,13216.0,4684.0,0
7,40.7323,-73.958,B02682,40022.0,69583.0,4776.0,1
9,40.7177,-73.2404,B02512,33005.0,80992.0,8350.0,1
8,41.0022,-73.8769,B02682,64455.0,180227.0,4826.0,1
15,40.97,-73.8831,B02617,40375.0,88977.0,3363.0,1
39,40.8923,-73.8537,B02682,26324.0,55197.0,3804.0,0
29,40.6749,-73.8087,B02617,25227.0,68148.0,4542.0,1
52,40.5979,-73.7519,B02682,17588.0,26557.0,10976.0,0
20,41.0507,-73.8577,B02682,65200.0,132407.0,6097.0,1
20,40.7628,-72.8388,B02617,33462.0,71910.0,7771.0,1
29,40.9086,-73.842,B02598,28403.0,51997.0,3341.0,0
50,40.7839,-73.8555,B02617,31003.0,55488.0,6943.0,0
27,40.8417,-73.9016,B02682,15316.0,29549.0,2920.0,0
21,40.7888,-73.8217,B02598,32289.0,82156.0,6514.0,1
14,40.686,-73.7936,B02617,25145.0,59412.0,2384.0,0
19,40.7252,-73.9983,B02617,72232.0,95568.0,4562.0,1
53,40.9327,-73.8531,B02598,39795.0,70163.0,1592.0,1
8,40.7068,-73.9544,B02617,26707.0,37703.0,4202.0,0
57,40.703,-73.9481,B02617,20182.0,36107.0,4488.0,0
59,40.7113,-73.8531,B02682,48750.0,71563.0,1254.0,1
45,40.6787,-74.0065,B02617,37105.0,70833.0,1397.0,1
56,40.8668,-73.8617,B02598,22492.0,38243.0,4859.0,0
30,40.8262,-73.9395,B02617,22156.0,31188.0,1931.0,0
56,40.8498,-73.3474,B02598,57868.0,114861.0,1413.0,1
35,40.8952,-73.8628,B02682,19529.0,40208.0,4302.0,0
52,40.6147,-74.0074,B02617,31354.0,79964.0,2718.0,1
39,40.7456,-73.7515,B02617,40085.0,66826.0,6384.0,1
37,40.7654,-73.4817,B02617,44188.0,128393.0,2549.0,1
40,40.6382,-73.9765,B02617,22716.0,47981.0,3300.0,0
37,40.8104,-73.9617,B02598,12647.0,38750.0,3238.0,0
48,40.7314,-73.8983,B02598,37375.0,75060.0,2146.0,1
24,40.7822,-73.9482,B02617,65056.0,93078.0,15502.0,1
16,40.6278,-74.0137,B02617,23750.0,53065.0,2186.0,0
5,40.702,-73.8791,B02617,30677.0,72926.0,2932.0,1
44,40.6708,-73.8065,B02598,25227.0,68148.0,4542.0,1
5,40.6402,-73.9668,B02617,38460.0,95333.0,3496.0,1
6,40.8691,-73.8957,B02598,18903.0,38199.0,4974.0,0
48,40.7393,-73.5173,B02682,39962.0,128144.0,4470.0,1
8,41.0188,-73.9215,B02598,45659.0,120795.0,4253.0,1
39,40.7591,-73.9298,B02617,34594.0,62250.0,4666.0,0
45,40.8586,-73.9299,B02617,26114.0,54243.0,7653.0,0
48,40.592,-73.5816,B02617,64090.0,153462.0,3832.0,1
22,40.6149,-73.9044,B02598,36970.0,98889.0,2588.0,1
56,40.8498,-73.3474,B02598,57868.0,114861.0,1413.0,1
17,40.6683,-73.8818,B02617,27925.0,51852.0,3013.0,0
7,40.8397,-73.9181,B02682,16829.0,26732.0,3948.0,0
53,40.7681,-73.9686,B02682,105602.0,156827.0,3125.0,1
48,40.6573,-73.5739,B02617,22184.0,47819.0,5480.0,0
30,40.7587,-73.2097,B02598,31859.0,78542.0,6684.0,1
40,40.82,-73.8974,B02617,17244.0,27099.0,6420.0,0
51,40.6749,-73.7433,B02512,33333.0,85000.0,3262.0,1
45,40.9761,-73.8318,B02617,58309.0,140000.0,1641.0,1
29,41.0361,-73.8034,B02598,56933.0,87273.0,3374.0,1
26,40.6845,-73.8621,B02682,25013.0,80352.0,4208.0,1
32,40.8399,-73.8814,B02617,14537.0,23080.0,2035.0,0
22,40.7087,-73.9061,B02598,31115.0,46250.0,4587.0,0
54,40.645,-74.079,B02617,27788.0,40147.0,6228.0,0
32,40.6415,-73.9615,B02617,32756.0,48445.0,7717.0,0
37,40.9304,-73.9006,B02598,21628.0,27957.0,4379.0,0
10,40.6761,-73.9443,B02617,28015.0,41165.0,4657.0,0
45,40.7297,-73.9521,B02617,51938.0,72656.0,3802.0,1
53,40.6581,-73.4331,B02617,57817.0,138036.0,4055.0,1
50,40.6838,-73.9562,B02617,45299.0,64935.0,3719.0,0
41,40.6771,-73.992,B02598,67083.0,135938.0,4705.0,1
56,40.7527,-73.8227,B02598,19960.0,26926.0,4630.0,0
13,40.7748,-73.9912,B02598,39637.0,61595.0,7682.0,0
44,40.6866,-73.8377,B02598,21081.0,54113.0,2202.0,0
48,40.7459,-73.9781,B02682,83193.0,108362.0,7002.0,1
44,40.8064,-73.9157,B02617,11952.0,13216.0,4684.0,0
57,40.6131,-73.9859,B02598,18385.0,41375.0,4242.0,0
14,40.7319,-73.8958,B02598,33269.0,62708.0,1914.0,0
27,40.6517,-73.6234,B02617,37429.0,118578.0,5110.0,1
54,40.9982,-73.8846,B02617,50397.0,82000.0,3133.0,1
39,40.8305,-73.9462,B02598,22272.0,41953.0,7957.0,0
39,40.8201,-73.2042,B02512,38082.0,96574.0,4602.0,1
48,40.6865,-73.8752,B02682,23622.0,41703.0,2958.0,0
19,40.82,-73.8974,B02682,17244.0,27099.0,6420.0,0
16,40.6142,-73.7126,B02617,67763.0,129609.0,6526.0,1
28,40.7423,-73.8886,B02682,25777.0,56272.0,4399.0,0
46,40.7011,-73.737,B02617,30921.0,82083.0,1399.0,1
19,40.7063,-73.817,B02617,23384.0,51475.0,6967.0,0
39,40.784,-73.8214,B02617,32289.0,82156.0,6514.0,1
20,40.7276,-73.9837,B02682,52302.0,68675.0,7920.0,1
12,40.7704,-73.8751,B02598,22289.0,62031.0,3820.0,0
23,40.752,-73.989,B02617,94000.0,160511.0,147.0,1
41,40.7466,-73.7702,B02617,36420.0,64400.0,2099.0,0
10,40.6966,-73.846,B02617,27776.0,70089.0,2249.0,1
25,40.8011,-73.9434,B02617,16191.0,27132.0,7286.0,0
36,40.5799,-73.9652,B02598,22369.0,53173.0,2237.0,0
12,40.835,-73.9158,B02682,13279.0,30587.0,5112.0,0
45,40.8146,-73.9074,B02682,14926.0,26438.0,6693.0,0
31,40.8104,-73.9434,B02617,41518.0,70651.0,5555.0,1
21,40.8646,-73.8679,B02617,24593.0,47672.0,4409.0,0
20,40.5904,-73.9529,B02617,24760.0,48542.0,1890.0,0
12,40.7898,-73.5421,B02617,62013.0,174559.0,6772.0,1
39,40.6969,-73.9736,B02617,32219.0,58849.0,1577.0,0
2,40.9503,-73.7532,B02598,51271.0,166797.0,6065.0,1
37,40.7125,-73.958,B02682,31968.0,42908.0,5538.0,0
39,40.6952,-73.8439,B02598,33649.0,80677.0,2503.0,1
36,40.6075,-73.9825,B02682,28830.0,52569.0,3764.0,0
7,40.8632,-73.8659,B02682,19195.0,37355.0,5750.0,0
57,40.8253,-73.3,B02682,31021.0,93542.0,4667.0,1
36,40.9308,-73.7823,B02598,76500.0,199375.0,5247.0,1
16,40.5962,-73.9389,B02617,13579.0,18310.0,5330.0,0
24,40.8437,-73.8897,B02598,13687.0,18679.0,2235.0,0
32,40.6783,-73.9085,B02598,24472.0,37481.0,5504.0,0
18,40.8453,-73.9048,B02598,15735.0,18750.0,1650.0,0
38,40.7731,-73.8272,B02617,30649.0,49167.0,10835.0,0
41,40.7653,-73.9831,B02617,94231.0,148761.0,6430.0,1
15,40.7225,-73.7417,B02617,29800.0,92870.0,1625.0,1
46,40.8275,-73.8864,B02617,12452.0,20559.0,1682.0,0
39,40.7699,-73.9615,B02682,91964.0,165049.0,5896.0,1
59,40.8556,-73.9035,B02617,15053.0,21394.0,4142.0,0
36,40.5712,-74.1392,B02598,36928.0,96042.0,6095.0,1
12,40.6319,-74.0296,B02617,36024.0,62910.0,3528.0,0
29,40.8028,-73.9585,B02617,42750.0,66103.0,2228.0,1
43,40.7371,-73.9825,B02617,68722.0,106179.0,7929.0,1
48,40.7469,-73.9907,B02598,72841.0,141971.0,3332.0,1
29,40.6344,-73.5851,B02598,47181.0,101806.0,5251.0,1
30,40.707,-73.756,B02512,31935.0,83235.0,1846.0,1
3,40.7651,-73.914,B02617,38950.0,79118.0,3227.0,1
4,40.6211,-73.9903,B02617,25292.0,50739.0,3048.0,0
44,40.6703,-73.874,B02682,25635.0,31842.0,3093.0,0
46,40.7193,-73.8141,B02617,35000.0,64087.0,5931.0,0
26,40.7702,-73.7906,B02598,39375.0,66563.0,2456.0,1
35,40.6192,-73.9949,B02598,20231.0,49357.0,2404.0,0
53,40.7304,-73.2282,B02598,33005.0,80992.0,8350.0,1
35,40.6682,-73.8703,B02598,14551.0,20099.0,4157.0,0
20,40.6018,-73.955,B02682,27211.0,54926.0,2359.0,0
24,40.7652,-73.8634,B02617,31031.0,59602.0,1741.0,0
38,40.8302,-73.6875,B02617,32679.0,84917.0,4343.0,1
57,40.8224,-73.4086,B02598,43125.0,106625.0,4938.0,1
36,40.7032,-73.8309,B02598,41660.0,66917.0,3890.0,1
43,40.6688,-73.9165,B02598,22566.0,41875.0,3339.0,0
12,40.5855,-73.6897,B02598,37078.0,100650.0,3069.0,1
28,40.8752,-73.829,B02598,22912.0,37440.0,9410.0,0
4,40.7294,-73.7442,B02682,27071.0,53553.0,2950.0,0
35,40.7518,-73.8108,B02617,26849.0,60583.0,1458.0,0
8,40.8444,-73.6963,B02598,49386.0,104063.0,4604.0,1
15,41.039,-73.7477,B02617,38715.0,89978.0,5196.0,1
56,40.6768,-73.8656,B02617,22335.0,32083.0,2018.0,0
59,40.8237,-73.9378,B02617,21592.0,34409.0,5480.0,0
13,40.6543,-73.8454,B02682,37025.0,89130.0,7736.0,1
2,40.7712,-73.8027,B02598,41440.0,79432.0,1885.0,1
59,40.6928,-73.3356,B02598,45476.0,126667.0,2734.0,1
18,40.6116,-73.9823,B02682,22264.0,49946.0,4730.0,0
54,40.7056,-73.9265,B02598,18167.0,53125.0,2337.0,0
52,40.9784,-73.7967,B02617,103085.0,223958.0,4754.0,1
15,40.6983,-73.984,B02598,13972.0,19510.0,4389.0,0
51,40.6051,-74.0137,B02598,41311.0,77321.0,1852.0,1
15,40.714,-73.9911,B02598,11753.0,19778.0,10765.0,0
29,41.0099,-73.6846,B02682,36504.0,82250.0,2865.0,1
7,40.8363,-73.9047,B02617,12868.0,19425.0,5326.0,0
17,40.6855,-73.9085,B02598,27702.0,36116.0,3770.0,0
54,40.686,-73.6757,B02598,37099.0,117813.0,5127.0,1
11,40.6371,-74.0356,B02617,43345.0,77216.0,2829.0,1
23,41.2092,-73.6926,B02512,72917.0,191806.0,4752.0,1
42,40.8917,-73.793,B02617,66934.0,158417.0,5564.0,1
45,41.0094,-73.6871,B02617,36504.0,82250.0,2865.0,1
43,40.6377,-73.9501,B02617,26288.0,37159.0,3114.0,0
51,40.7661,-73.8863,B02598,25774.0,51367.0,3352.0,0
38,40.6638,-73.9358,B02598,24167.0,46632.0,5660.0,0
40,40.7111,-73.9413,B02617,19688.0,32665.0,7684.0,0
12,40.6342,-73.94,B02598,29054.0,83478.0,2513.0,1
1,40.7155,-73.9024,B02617,31732.0,66574.0,1972.0,1
13,40.633,-73.6909,B02598,78274.0,211250.0,2732.0,1
24,40.91,-73.8902,B02617,25854.0,40444.0,4026.0,0
11,40.8619,-73.8464,B02598,38514.0,86761.0,2193.0,1
13,40.6394,-73.9516,B02617,25176.0,37367.0,5154.0,0
14,40.7207,-73.863,B02617,39246.0,68819.0,3435.0,1
21,40.7326,-73.996,B02512,80469.0,123859.0,5543.0,1
11,40.5984,-73.967,B02617,21111.0,55673.0,2466.0,0
41,40.8567,-73.8653,B02617,19612.0,38875.0,3589.0,0
25,40.8587,-73.9327,B02617,54152.0,99038.0,3191.0,1
32,40.5522,-74.2049,B02617,46822.0,84931.0,9277.0,1
22,40.6631,-73.988,B02617,55268.0,124028.0,5814.0,1
13,40.8191,-73.9446,B02598,18282.0,35386.0,9402.0,0
28,40.7613,-73.53,B02512,38264.0,105724.0,6532.0,1
1,40.6675,-73.6383,B02512,68036.0,160882.0,4189.0,1
42,40.7599,-73.7692,B02617,27704.0,77917.0,2984.0,1
16,40.8101,-73.9252,B02598,12500.0,17426.0,4824.0,0
4,40.8337,-73.9213,B02682,17507.0,28365.0,7462.0,0
1,40.7727,-73.916,B02598,32346.0,77011.0,1851.0,1
29,40.672,-73.9806,B02598,64500.0,143641.0,3688.0,1
40,40.612,-74.0307,B02617,48750.0,90875.0,634.0,1
10,40.5908,-74.0949,B02598,43929.0,83308.0,3427.0,1
1,40.7779,-73.6502,B02682,41974.0,113889.0,5189.0,1
54,40.7649,-73.8125,B02598,31667.0,52386.0,2441.0,0
22,40.6771,-73.8217,B02617,22405.0,52443.0,3132.0,0
3,40.648,-74.0123,B02512,20250.0,47143.0,5518.0,0
34,40.6757,-73.981,B02617,85772.0,156467.0,4657.0,1
11,40.9118,-73.8315,B02682,26702.0,46586.0,2348.0,0
38,41.3476,-73.6709,B02617,51327.0,96154.0,2907.0,1
20,40.6502,-73.9331,B02598,30606.0,49087.0,3710.0,0
19,40.69,-73.8688,B02617,30408.0,53625.0,3066.0,0
36,41.0508,-73.8029,B02598,26984.0,85694.0,4229.0,1
35,40.7264,-73.7374,B02617,32739.0,61029.0,1666.0,0
4,40.7586,-73.8767,B02682,27374.0,55000.0,4215.0,0
29,40.7646,-73.9691,B02617,107270.0,233646.0,1195.0,1
6,40.7701,-73.9513,B02617,57196.0,89282.0,10094.0,1
25,40.6922,-73.9381,B02598,19322.0,27265.0,4798.0,0
20,40.7348,-74.0039,B02617,89643.0,106522.0,5844.0,1
15,40.6935,-73.5235,B02617,45650.0,125930.0,5072.0,1
23,40.8356,-73.878,B02617,19769.0,38321.0,1269.0,0
52,40.7162,-73.8361,B02682,63090.0,81985.0,4182.0,1
13,40.7112,-73.774,B02598,27188.0,63688.0,2684.0,0
36,40.6553,-73.924,B02617,28491.0,45868.0,2239.0,0
