hour,lat,long,base,MedianIncomeByPlaceofBirth,MedianIncome,AvgPopulation,UserGroup
48,40.7633,-73.9738,B02598,74000.0,135769.0,837.0,1
43,40.9406,-73.8345,B02598,82527.0,134375.0,2799.0,1
43,40.8645,-73.901,B02617,18721.0,34919.0,7827.0,0
9,40.7202,-73.7396,B02617,29258.0,54483.0,1505.0,0
27,40.7347,-73.7907,B02598,30547.0,79688.0,3432.0,1
43,40.8651,-73.837,B02682,40444.0,90893.0,4919.0,1
58,40.704,-73.8731,B02617,40546.0,79583.0,1483.0,1
36,40.6316,-73.9293,B02598,30583.0,67287.0,2928.0,1
43,40.705,-73.8963,B02617,32069.0,67663.0,4685.0,1
51,40.7245,-73.9911,B02617,37250.0,85417.0,2883.0,1
10,40.6918,-73.8114,B02598,20733.0,56522.0,3067.0,0
10,40.6246,-73.9198,B02617,41580.0,107264.0,2882.0,1
17,40.6139,-73.9398,B02598,36979.0,88750.0,2906.0,1
34,40.7293,-73.7814,B02682,35865.0,82891.0,3727.0,1
39,40.619,-73.9261,B02598,32038.0,74904.0,2112.0,1
6,40.6815,-73.953,B02617,36803.0,64000.0,4223.0,0
44,40.7864,-73.9407,B02617,20349.0,32594.0,9429.0,0
13,40.7561,-73.9634,B02682,102313.0,126607.0,7139.0,1
15,40.8154,-73.9124,B02682,24508.0,38600.0,2544.0,0
53,41.0332,-73.7855,B02682,27500.0,76438.0,6224.0,1
49,40.6987,-73.7501,B02617,30385.0,77629.0,2389.0,1
1,40.6442,-73.9321,B02617,29051.0,49487.0,2472.0,0
6,40.6396,-73.9815,B02598,15253.0,32685.0,3313.0,0
52,40.7995,-73.9436,B02682,16191.0,27132.0,7286.0,0
47,40.7628,-73.9853,B02682,80060.0,105144.0,2825.0,1
20,40.8288,-73.8869,B02617,15560.0,23590.0,3893.0,0
18,40.7085,-73.9461,B02617,23555.0,32750.0,4396.0,0
26,40.6938,-73.7168,B02617,38341.0,108606.0,5831.0,1
41,40.8736,-73.8682,B02598,28393.0,53255.0,2454.0,0
11,40.8646,-73.9075,B02617,43621.0,68971.0,1995.0,1
29,40.7559,-73.9063,B02617,42317.0,65955.0,3559.0,1
57,40.9707,-73.8363,B02617,42324.0,87159.0,3544.0,1
16,40.7535,-73.9045,B02682,34063.0,60000.0,1419.0,0
23,40.8255,-73.8928,B02598,12808.0,20859.0,1954.0,0
35,40.6459,-73.9094,B02617,33278.0,71000.0,2055.0,1
44,40.6948,-73.9483,B02598,27906.0,53033.0,1981.0,0
11,40.7424,-73.9145,B02598,26195.0,50274.0,8843.0,0
13,40.7257,-73.7915,B02617,51141.0,118233.0,3403.0,1
51,40.6254,-73.9823,B02617,26272.0,51958.0,2905.0,0
8,40.6676,-73.8043,B02617,19194.0,68333.0,4091.0,1
30,40.7466,-73.9566,B02617,91000.0,137147.0,6756.0,1
10,40.8288,-73.8789,B02598,15999.0,31692.0,6292.0,0
8,40.6144,-73.9192,B02617,30218.0,57596.0,1729.0,0
19,40.7966,-73.9366,B02598,17095.0,30963.0,5262.0,0
1,40.6999,-73.9294,B02598,23591.0,62750.0,4718.0,0
19,40.8489,-73.9062,B02617,14964.0,26641.0,3601.0,0
30,40.6417,-73.9586,B02617,25962.0,55577.0,4262.0,0
35,40.8308,-73.9207,B02598,17507.0,28365.0,7462.0,0
55,40.7969,-73.9702,B02598,71821.0,113879.0,8046.0,1
9,40.7221,-73.8396,B02617,58175.0,93484.0,4033.0,1
3,40.8654,-73.8676,B02682,24593.0,47672.0,4409.0,0
36,40.7185,-73.9752,B02598,14491.0,18977.0,5909.0,0
20,40.7564,-73.6237,B02598,46819.0,91096.0,6907.0,1
58,40.6052,-73.9803,B02617,20625.0,48015.0,4231.0,0
47,40.7511,-73.877,B02512,27690.0,52667.0,7779.0,0
7,40.8282,-73.915,B02682,14978.0,19406.0,5320.0,0
2,40.776,-73.5599,B02617,62013.0,174559.0,6772.0,1
35,40.6957,-73.3794,B02617,36815.0,91319.0,5027.0,1
16,40.7375,-73.7465,B02682,44352.0,77857.0,4193.0,1
3,40.8549,-73.9316,B02682,18975.0,44962.0,12413.0,0
8,40.6837,-73.9067,B02617,27702.0,36116.0,3770.0,0
33,40.7875,-73.1222,B02598,41544.0,92938.0,4404.0,1
14,40.6048,-74.075,B02682,46875.0,95588.0,3395.0,1
17,40.6538,-73.9564,B02598,24615.0,45377.0,4870.0,0
51,40.6224,-73.9687,B02598,42303.0,76563.0,2839.0,1
44,40.7539,-73.7811,B02598,42734.0,86023.0,1556.0,1
7,40.7434,-73.887,B02682,21804.0,35063.0,6130.0,0
18,40.5547,-74.1322,B02598,43865.0,83262.0,4579.0,1
17,40.9267,-73.8397,B02598,32543.0,53047.0,2964.0,0
46,40.6028,-74.0687,B02617,46875.0,95588.0,3395.0,1
44,40.6059,-74.0005,B02682,26042.0,56607.0,3461.0,0
10,40.6121,-74.0647,B02617,29244.0,32778.0,2204.0,0
52,40.7139,-73.9328,B02512,16929.0,27643.0,3468.0,0
2,40.6166,-73.9729,B02617,27364.0,52361.0,1816.0,0
29,40.7457,-73.8598,B02598,19151.0,48545.0,4705.0,0
49,40.6577,-73.9543,B02617,31669.0,47109.0,5106.0,0
51,40.7663,-73.957,B02598,80464.0,125466.0,10300.0,1
36,40.9702,-73.7083,B02617,48012.0,103137.0,5379.0,1
11,40.6146,-74.1581,B02682,34387.0,89894.0,7807.0,1
3,40.5864,-73.8155,B02682,27770.0,48047.0,4937.0,0
57,41.2215,-74.0361,B02682,48723.0,131000.0,2468.0,1
44,40.8694,-73.8864,B02682,18217.0,33419.0,6823.0,0
48,40.7142,-73.7688,B02617,37944.0,88295.0,1504.0,1
19,40.8649,-73.824,B02617,33310.0,59105.0,9875.0,0
50,40.608,-74.0038,B02617,24583.0,60733.0,3219.0,0
36,40.7976,-73.7356,B02598,36218.0,82581.0,4175.0,1
58,40.573,-74.0012,B02682,11850.0,20714.0,2174.0,0
23,40.7317,-73.7152,B02598,40168.0,92375.0,4436.0,1
57,40.7209,-73.8261,B02598,53520.0,87450.0,5322.0,1
20,40.5925,-73.9777,B02598,25598.0,57188.0,3706.0,0
6,40.6019,-74.0022,B02617,23559.0,61713.0,3245.0,0
50,40.757,-73.6393,B02682,67943.0,156397.0,2581.0,1
33,40.7264,-73.9369,B02617,39934.0,68304.0,2071.0,1
34,40.8286,-73.8592,B02617,26299.0,49706.0,1489.0,0
38,40.7378,-73.2454,B02682,30920.0,79261.0,9310.0,1
51,40.7087,-73.7538,B02598,27386.0,81534.0,1955.0,1
6,40.8485,-73.8284,B02617,30000.0,50300.0,5430.0,0
33,40.6268,-73.9969,B02598,20931.0,41442.0,3510.0,0
35,40.708,-73.6996,B02598,31420.0,87317.0,7158.0,1
26,40.6921,-73.8532,B02617,19060.0,67279.0,3224.0,1
50,40.7073,-74.0054,B02512,82560.0,155688.0,7747.0,1
26,40.7034,-73.9085,B02617,26552.0,62991.0,4909.0,0
52,41.0588,-74.0241,B02682,50507.0,122599.0,6332.0,1
43,40.661,-73.9483,B02617,22375.0,41316.0,3173.0,0
46,41.081,-74.0541,B02598,43677.0,108958.0,5215.0,1
16,40.8244,-73.9416,B02598,40108.0,57161.0,4167.0,0
6,40.8774,-73.9005,B02617,20434.0,39554.0,5633.0,0
17,40.8309,-73.9043,B02682,18703.0,24874.0,4508.0,0
17,40.9905,-73.671,B02617,24722.0,52070.0,4146.0,0
25,40.7517,-73.8555,B02617,21904.0,52132.0,7085.0,0
59,40.7166,-73.5732,B02617,40410.0,111674.0,6221.0,1
27,40.6027,-73.9732,B02598,24383.0,50189.0,3141.0,0
10,40.8622,-73.8986,B02617,15643.0,32484.0,5766.0,0
56,40.5853,-73.8181,B02598,31854.0,60385.0,3381.0,0
17,40.6803,-73.8423,B02682,28911.0,78833.0,3030.0,1
10,40.6028,-73.9713,B02598,25815.0,59063.0,1493.0,0
43,40.7679,-73.9059,B02598,28891.0,61154.0,1755.0,0
1,40.7479,-73.3381,B02598,34577.0,91786.0,4824.0,1
28,40.5821,-73.8257,B02598,25925.0,49245.0,5308.0,0
48,40.6498,-74.0134,B02682,16869.0,34931.0,1638.0,0
54,40.7668,-73.9216,B02598,42116.0,72264.0,5204.0,1
50,40.702,-73.4432,B02682,50386.0,134934.0,5011.0,1
34,40.6984,-73.9121,B02682,23919.0,53073.0,3971.0,0
27,40.8676,-73.9242,B02617,30137.0,73420.0,8440.0,1
23,40.749,-73.8699,B02617,17580.0,38313.0,3348.0,0
59,40.9216,-73.8859,B02682,42326.0,99333.0,4434.0,1
55,40.9476,-73.8983,B02617,23831.0,32029.0,4756.0,0
54,40.8929,-73.844,B02617,34005.0,69800.0,1996.0,1
5,40.6917,-73.9705,B02682,65288.0,104196.0,2934.0,1
10,40.7337,-73.9808,B02617,54009.0,98886.0,16039.0,1
25,40.681,-73.9439,B02598,32066.0,62125.0,2979.0,0
17,40.7174,-73.8037,B02617,9385.0,76932.0,4690.0,1
43,40.8056,-73.6999,B02598,75549.0,210972.0,3095.0,1
31,40.6296,-73.9641,B02617,22583.0,39511.0,3777.0,0
51,40.8837,-73.8529,B02617,35833.0,75962.0,3004.0,1
2,40.7084,-73.869,B02598,37500.0,95000.0,3193.0,1
36,40.7251,-73.2607,B02617,26610.0,65972.0,6392.0,1
55,40.8022,-73.9582,B02598,42750.0,66103.0,2228.0,1
26,40.7571,-73.9666,B02617,91954.0,134500.0,7284.0,1
1,40.6181,-73.9564,B02598,20510.0,32841.0,4341.0,0
54,40.6248,-73.9153,B02617,34421.0,62458.0,3960.0,0
13,40.6923,-73.9112,B02617,26033.0,56532.0,4311.0,0
31,40.7238,-73.8259,B02617,53520.0,87450.0,5322.0,1
49,40.8324,-73.8966,B02617,14820.0,17154.0,4880.0,0
54,40.8725,-73.8769,B02598,16412.0,27241.0,6494.0,0
18,40.7749,-73.9139,B02617,43719.0,74688.0,2249.0,1
5,40.7193,-74.0026,B02598,102231.0,193750.0,5030.0,1
4,40.7181,-74.0013,B02598,42083.0,202404.0,2744.0,1
19,40.744,-74.0013,B02617,75844.0,102314.0,5368.0,1
12,40.6991,-73.6057,B02598,27486.0,86505.0,6425.0,1
42,40.6729,-73.7687,B02682,30053.0,49873.0,13157.0,0
54,40.7287,-73.8749,B02598,40339.0,71154.0,1467.0,1
52,40.6839,-73.9321,B02598,35558.0,56842.0,3860.0,0
43,40.7417,-73.4819,B02598,41348.0,108553.0,4191.0,1
33,41.0349,-73.7659,B02617,47341.0,95946.0,5202.0,1
33,40.8483,-73.419,B02512,37038.0,76429.0,4814.0,1
11,40.9029,-73.8498,B02617,24518.0,45625.0,3937.0,0
36,40.6423,-73.9419,B02617,25922.0,58819.0,2412.0,0
34,40.7538,-73.8041,B02617,25564.0,44444.0,3333.0,0
8,40.6769,-74.0028,B02682,37105.0,70833.0,1397.0,1
6,40.719,-73.9762,B02617,14491.0,18977.0,5909.0,0
17,40.6734,-73.9948,B02598,46731.0,91397.0,1654.0,1
11,40.6881,-73.9278,B02617,32959.0,60931.0,3462.0,0
44,40.8289,-73.8715,B02617,25024.0,48730.0,3358.0,0
54,40.6733,-73.9542,B02617,32333.0,62621.0,3639.0,0
48,40.9491,-73.7323,B02617,42490.0,102567.0,6821.0,1
44,40.7628,-73.9854,B02617,80060.0,105144.0,2825.0,1
30,40.8145,-73.8995,B02617,15855.0,30898.0,6406.0,0
31,40.6408,-74.0186,B02598,17933.0,36250.0,2127.0,0
33,40.6866,-73.5869,B02617,28889.0,95179.0,4237.0,1
56,40.6782,-73.8698,B02682,25721.0,40234.0,2533.0,0
39,41.3183,-74.124,B02617,47083.0,114811.0,4539.0,1
38,40.6129,-74.1101,B02682,35393.0,71331.0,3142.0,1
48,40.8372,-73.8509,B02598,25495.0,50952.0,2896.0,0
45,40.735,-73.6738,B02617,46796.0,139250.0,4483.0,1
9,40.5912,-73.992,B02598,22747.0,42250.0,3888.0,0
39,41.0879,-73.8517,B02617,61316.0,132868.0,2858.0,1
10,40.7411,-73.9859,B02617,85243.0,124321.0,2983.0,1
21,40.657,-73.4256,B02617,38035.0,70024.0,7729.0,1
7,40.6041,-73.9364,B02598,39432.0,105833.0,1644.0,1
58,40.6468,-73.8785,B02617,15532.0,22641.0,5913.0,0
6,40.7603,-73.9597,B02598,81705.0,134943.0,4458.0,1
32,40.8776,-73.8739,B02617,17489.0,26621.0,4544.0,0
24,40.6649,-73.6256,B02617,69107.0,157014.0,3802.0,1
43,40.6571,-73.7099,B02598,40948.0,94609.0,4870.0,1
7,40.8402,-73.8427,B02617,22101.0,43088.0,4751.0,0
31,40.5879,-73.9321,B02617,38007.0,72627.0,4934.0,1
47,40.6941,-73.9182,B02598,19586.0,32344.0,3208.0,0
23,41.2092,-73.6926,B02512,72917.0,191806.0,4752.0,1
5,40.6492,-73.9253,B02617,29209.0,46691.0,2315.0,0
22,40.76,-73.8599,B02617,23514.0,46694.0,2663.0,0
17,40.8625,-73.8645,B02598,14244.0,25500.0,4233.0,0
5,40.6683,-73.9162,B02512,22566.0,41875.0,3339.0,0
5,40.7059,-73.7461,B02617,30962.0,66506.0,1913.0,1
22,40.603,-73.9797,B02617,28309.0,73445.0,3391.0,1
59,40.7911,-73.1933,B02598,23509.0,55824.0,5400.0,0
42,40.7058,-73.9646,B02598,13882.0,19157.0,8072.0,0
4,40.8112,-73.9439,B02598,22025.0,31600.0,7616.0,0
21,40.5777,-73.9615,B02617,21890.0,31250.0,3371.0,0
23,40.6278,-73.9277,B02617,38667.0,103424.0,2510.0,1
7,40.9506,-73.8081,B02512,60163.0,160909.0,4742.0,1
40,40.689,-73.9856,B02617,79306.0,136176.0,1214.0,1
30,40.6353,-74.0292,B02598,42031.0,67105.0,4342.0,1
5,40.6206,-74.1632,B02617,35926.0,67885.0,4897.0,1
13,40.6969,-73.9332,B02682,26979.0,56518.0,3672.0,0
52,40.8598,-73.2576,B02598,49671.0,155362.0,4989.0,1
33,40.6694,-73.9241,B02617,20986.0,30096.0,5234.0,0
7,40.7285,-73.982,B02598,56307.0,75340.0,6222.0,1
6,40.5895,-73.6411,B02617,51682.0,104716.0,2172.0,1
19,40.8414,-73.9238,B02617,17447.0,27539.0,5200.0,0
45,40.7558,-73.7876,B02598,33750.0,84464.0,3323.0,1
43,40.7051,-73.8077,B02617,22764.0,45896.0,4951.0,0
55,40.6869,-73.8351,B02682,21409.0,71776.0,3635.0,1
8,40.633,-73.9187,B02617,30583.0,67287.0,2928.0,1
48,40.8691,-73.5606,B02682,55500.0,155625.0,3473.0,1
2,40.6173,-73.9549,B02617,20510.0,32841.0,4341.0,0
27,40.614,-73.9972,B02512,22522.0,46027.0,4743.0,0
49,40.6621,-73.9547,B02598,32686.0,72083.0,3690.0,1
37,40.6734,-73.8334,B02617,24973.0,62039.0,2842.0,0
43,40.6137,-74.026,B02617,48750.0,90875.0,634.0,1
25,40.6594,-73.7596,B02598,32540.0,76528.0,3530.0,1
13,40.6511,-73.9641,B02598,25643.0,51063.0,5616.0,0
1,40.8391,-73.9215,B02598,17896.0,23370.0,1142.0,0
39,40.6389,-73.9703,B02682,25820.0,46974.0,3293.0,0
42,40.6732,-73.953,B02617,32333.0,62621.0,3639.0,0
8,40.6626,-73.9471,B02598,25565.0,42628.0,5997.0,0
21,40.6385,-73.985,B02617,19107.0,37404.0,4141.0,0
29,40.8274,-73.8951,B02598,17690.0,31336.0,4311.0,0
26,40.9852,-73.811,B02682,54482.0,88698.0,2946.0,1
44,40.6509,-73.8897,B02617,17797.0,30530.0,6475.0,0
37,40.7654,-73.7841,B02598,46719.0,90563.0,1734.0,1
11,40.5783,-73.9522,B02598,51583.0,119833.0,1927.0,1
1,40.6423,-73.9516,B02617,25176.0,37367.0,5154.0,0
20,40.8706,-73.8586,B02617,26148.0,49231.0,2032.0,0
30,41.1598,-73.6596,B02598,84806.0,224083.0,4813.0,1
27,40.8242,-73.9493,B02617,21547.0,46508.0,8437.0,0
9,40.8602,-73.8827,B02617,4099.0,27440.0,3994.0,0
11,40.7393,-73.9864,B02617,78415.0,124070.0,7636.0,1
23,41.2092,-73.6926,B02512,72917.0,191806.0,4752.0,1
59,40.7093,-73.7977,B02598,16953.0,40467.0,4843.0,0
1,40.5708,-74.11,B02682,48369.0,95556.0,3858.0,1
28,40.8209,-73.903,B02617,17838.0,21923.0,6095.0,0
17,40.7764,-73.7921,B02617,48446.0,74922.0,2686.0,1
59,40.8413,-73.6363,B02682,50183.0,115691.0,5069.0,1
22,40.701,-73.8413,B02598,27182.0,63409.0,1620.0,0
14,41.0861,-73.811,B02617,8593.0,46429.0,1921.0,0
50,40.658,-73.7258,B02598,51196.0,132619.0,6599.0,1
31,40.7371,-73.9229,B02598,34227.0,73500.0,3077.0,1
42,40.6642,-73.8772,B02617,23428.0,40160.0,3836.0,0
0,40.8198,-73.9133,B02617,24508.0,38600.0,2544.0,0
57,40.7093,-73.8297,B02598,42083.0,66645.0,1935.0,1
13,40.8871,-73.9136,B02617,68571.0,87188.0,5296.0,1
48,40.6842,-73.7344,B02617,34507.0,97500.0,2278.0,1
24,40.8624,-73.8967,B02617,18361.0,31500.0,1222.0,0
5,40.9286,-73.8166,B02617,51944.0,139353.0,3519.0,1
0,40.7567,-73.9752,B02598,112875.0,-666666666.0,44.0,0
17,40.8309,-73.9043,B02682,18703.0,24874.0,4508.0,0
14,40.7032,-73.8797,B02617,39939.0,79813.0,2033.0,1
10,40.5696,-74.1439,B02682,36928.0,96042.0,6095.0,1
11,40.611,-73.9459,B02598,33491.0,54211.0,2360.0,0
8,40.7546,-73.7817,B02598,42734.0,86023.0,1556.0,1
29,40.7962,-73.7257,B02682,42210.0,94524.0,6008.0,1
3,40.7075,-73.9494,B02617,22059.0,35750.0,3890.0,0
34,40.6875,-73.7908,B02617,30156.0,67167.0,1722.0,1
8,40.7345,-73.7747,B02617,35865.0,82891.0,3727.0,1
23,40.7165,-74.0068,B02598,102231.0,193750.0,5030.0,1
29,40.8155,-73.9027,B02617,16258.0,27136.0,6887.0,0
24,40.713,-73.7866,B02598,43537.0,52788.0,3660.0,0
57,40.7189,-73.9757,B02617,12570.0,14745.0,4720.0,0
30,40.9294,-73.7785,B02617,22196.0,62235.0,5812.0,0
31,40.7215,-73.9476,B02617,54973.0,78906.0,1766.0,1
57,40.6581,-73.6676,B02598,41952.0,84427.0,5828.0,1
0,40.7679,-73.9205,B02617,46324.0,72302.0,3813.0,1
23,40.8697,-73.5244,B02598,41948.0,92952.0,6226.0,1
38,40.8306,-73.9009,B02617,19049.0,33525.0,5172.0,0
42,40.6404,-73.9615,B02598,40083.0,60362.0,3229.0,0
32,40.8625,-73.8434,B02598,36944.0,76893.0,1676.0,1
58,40.9722,-73.8835,B02598,35653.0,83713.0,3759.0,1
14,40.7159,-73.9867,B02617,66292.0,84489.0,3199.0,1
7,40.7076,-73.5963,B02617,26543.0,62019.0,5465.0,0
10,40.6679,-73.9906,B02617,58243.0,120580.0,3621.0,1
46,40.5887,-73.817,B02617,27770.0,48047.0,4937.0,0
2,40.5895,-73.6503,B02598,32423.0,92614.0,4491.0,1
42,40.7312,-73.6997,B02682,51272.0,106550.0,2585.0,1
48,40.8195,-73.8887,B02617,13562.0,22365.0,4656.0,0
18,40.5547,-74.1322,B02598,43865.0,83262.0,4579.0,1
19,40.6598,-73.9361,B02598,24683.0,34271.0,1513.0,0
21,40.7757,-73.9209,B02617,40156.0,68621.0,2520.0,1
52,40.6167,-73.9389,B02598,37500.0,94940.0,2281.0,1
36,40.7128,-73.8073,B02617,27002.0,107176.0,2274.0,1
52,40.6575,-73.5812,B02682,22184.0,47819.0,5480.0,0
40,40.6044,-74.1411,B02617,37301.0,83767.0,5127.0,1
41,40.8135,-73.4893,B02598,33033.0,165577.0,4420.0,1
18,40.6752,-73.7374,B02682,34080.0,100550.0,2592.0,1
33,40.8537,-73.9024,B02617,16071.0,23529.0,4624.0,0
32,40.8245,-73.0221,B02617,36110.0,86771.0,4869.0,1
6,40.7779,-73.9143,B02598,37284.0,63309.0,2695.0,0
14,40.8378,-73.1837,B02617,52588.0,125264.0,4192.0,1
59,40.6504,-73.5563,B02617,66160.0,166341.0,4944.0,1
33,40.8878,-73.9036,B02598,34045.0,60078.0,3284.0,0
59,40.6773,-73.9637,B02617,50994.0,83901.0,2703.0,1
14,40.7695,-73.292,B02598,29835.0,78603.0,3460.0,1
50,40.6121,-74.0355,B02598,46389.0,66750.0,1622.0,1
12,40.6035,-74.1205,B02598,25945.0,33947.0,2586.0,0
6,40.6909,-73.6,B02598,26384.0,65071.0,5091.0,1
59,40.8556,-73.9035,B02617,15053.0,21394.0,4142.0,0
3,40.6607,-73.9905,B02617,41719.0,87679.0,2263.0,1
44,40.7684,-73.6016,B02598,64250.0,161433.0,2681.0,1
12,40.6329,-74.159,B02682,32842.0,67419.0,4336.0,1
18,40.8535,-73.6168,B02617,27370.0,70114.0,4900.0,1
16,40.7367,-73.9278,B02617,34227.0,73500.0,3077.0,1
19,40.7892,-73.0971,B02512,36875.0,102938.0,987.0,1
1,40.7479,-73.3381,B02598,34577.0,91786.0,4824.0,1
58,40.6847,-73.766,B02598,35951.0,76359.0,2502.0,1
19,40.8483,-73.4191,B02617,37038.0,76429.0,4814.0,1
55,40.7045,-73.9118,B02598,26871.0,51328.0,4126.0,0
19,40.7247,-73.8466,B02617,61821.0,84159.0,5626.0,1
19,40.573,-73.9992,B02617,11850.0,20714.0,2174.0,0
0,41.133,-73.7793,B02598,52237.0,113071.0,7134.0,1
17,40.7493,-73.5102,B02617,40301.0,112125.0,6371.0,1
36,40.5712,-74.1392,B02598,36928.0,96042.0,6095.0,1
46,40.7933,-73.9673,B02512,53930.0,95478.0,9135.0,1
21,40.6071,-74.0814,B02617,24690.0,39222.0,12349.0,0
31,40.6637,-73.8939,B02617,20398.0,33365.0,3601.0,0
46,40.6705,-73.9062,B02617,9375.0,10767.0,6254.0,0
35,40.6805,-73.8946,B02617,24180.0,36739.0,1860.0,0
37,40.7091,-73.9684,B02682,26060.0,36214.0,5172.0,0
46,40.6834,-73.8416,B02617,26444.0,72250.0,2267.0,1
3,40.6431,-73.5224,B02512,53955.0,131985.0,4497.0,1
9,40.848,-73.9062,B02682,14964.0,26641.0,3601.0,0
46,40.7803,-73.2518,B02617,26362.0,77100.0,4969.0,1
14,40.872,-73.9194,B02617,35519.0,61714.0,4878.0,0
56,40.661,-73.9914,B02598,36224.0,73109.0,4507.0,1
45,40.6869,-73.9448,B02617,32845.0,58603.0,3594.0,0
21,40.6647,-73.9833,B02598,59918.0,122456.0,4136.0,1
17,40.6936,-73.9783,B02598,11851.0,22905.0,4074.0,0
6,40.6409,-73.9651,B02617,29907.0,59146.0,4636.0,0
44,40.6946,-73.621,B02682,26326.0,59278.0,8188.0,0
3,40.6406,-74.0786,B02617,25873.0,44343.0,3174.0,0
13,40.7574,-73.8866,B02617,26275.0,56786.0,3809.0,0
6,40.6585,-73.9507,B02617,31669.0,47109.0,5106.0,0
3,40.6513,-73.9396,B02617,26274.0,39769.0,2912.0,0
48,40.6202,-74.0026,B02598,22253.0,42891.0,4918.0,0
2,40.692,-73.4434,B02598,49688.0,123110.0,3152.0,1
0,40.8565,-73.1974,B02682,46698.0,121838.0,6517.0,1
10,40.7706,-73.9566,B02598,78128.0,96591.0,12980.0,1
38,40.6252,-73.9562,B02617,22688.0,48810.0,4721.0,0
8,40.6179,-74.1264,B02598,50655.0,111595.0,5155.0,1
58,40.7032,-73.7424,B02617,27214.0,95714.0,1696.0,1
40,40.5953,-73.7564,B02682,23136.0,34836.0,5573.0,0
13,40.8488,-73.8645,B02617,21483.0,41341.0,2945.0,0
33,40.7261,-73.9918,B02598,37250.0,85417.0,2883.0,1
31,40.6375,-73.9221,B02617,29530.0,81086.0,3896.0,1
8,40.7086,-73.8306,B02598,50369.0,71746.0,2073.0,1
17,40.8112,-73.3344,B02682,53994.0,138887.0,7534.0,1
40,40.7362,-73.208,B02617,35434.0,85203.0,5885.0,1
36,40.8481,-73.9217,B02682,16365.0,20586.0,6789.0,0
57,40.831,-73.8174,B02617,37455.0,73841.0,4004.0,1
23,40.8398,-73.8813,B02682,14537.0,23080.0,2035.0,0
11,40.9708,-73.8725,B02598,40375.0,88977.0,3363.0,1
56,40.6858,-73.9883,B02617,20169.0,34719.0,4943.0,0
32,40.5862,-73.9498,B02617,31620.0,54664.0,6367.0,0
49,40.6466,-73.9084,B02598,41175.0,90735.0,2526.0,1
2,40.6732,-73.9897,B02617,46731.0,91397.0,1654.0,1
11,40.8022,-73.9503,B02598,32101.0,47059.0,7110.0,0
42,40.744,-73.9241,B02598,35165.0,53443.0,3727.0,0
23,40.6315,-73.9863,B02598,14059.0,23600.0,5567.0,0
7,40.8052,-73.9391,B02598,52007.0,74712.0,2824.0,1
46,40.8371,-73.8409,B02682,21422.0,49130.0,2597.0,0
38,40.6897,-73.9161,B02598,25474.0,40375.0,3434.0,0
47,40.8046,-73.9476,B02617,39167.0,61250.0,3478.0,0
30,40.7712,-73.7959,B02617,37738.0,120347.0,2427.0,1
22,40.9964,-73.8796,B02617,50397.0,82000.0,3133.0,1
39,40.8674,-73.9265,B02617,30137.0,73420.0,8440.0,1
30,40.7794,-73.9508,B02617,74883.0,95227.0,7731.0,1
3,40.6484,-73.9787,B02682,54396.0,85375.0,3694.0,1
39,40.6861,-73.8393,B02598,21081.0,54113.0,2202.0,0
24,40.6556,-73.9598,B02617,35499.0,57061.0,4622.0,0
5,40.6523,-73.9613,B02617,22788.0,45086.0,2338.0,0
32,40.8084,-73.9447,B02617,41518.0,70651.0,5555.0,1
44,40.6857,-73.9482,B02598,36875.0,66455.0,4208.0,1
12,40.8661,-73.6073,B02682,27928.0,69952.0,2849.0,1
26,40.8317,-73.8809,B02598,15446.0,21367.0,2614.0,0
4,40.6745,-73.7488,B02598,29091.0,80345.0,3979.0,1
58,40.6354,-74.0291,B02617,23744.0,45917.0,4731.0,0
30,40.6566,-74.0035,B02617,30154.0,64612.0,4297.0,0
19,40.6855,-73.8136,B02617,30845.0,76414.0,3828.0,1
17,40.7154,-73.8406,B02512,66534.0,161750.0,1492.0,1
29,40.7457,-73.8598,B02598,19151.0,48545.0,4705.0,0
13,40.8425,-73.9451,B02617,25332.0,35481.0,5758.0,0
1,40.67,-73.9856,B02617,52571.0,109081.0,3497.0,1
40,40.8229,-73.9383,B02617,21592.0,34409.0,5480.0,0
20,40.6459,-73.9053,B02617,41175.0,90735.0,2526.0,1
46,40.6553,-73.919,B02617,27685.0,44732.0,4125.0,0
9,40.5797,-73.9718,B02598,20368.0,36615.0,5009.0,0
28,40.6625,-73.5518,B02598,48387.0,124861.0,2567.0,1
55,40.722,-73.6999,B02617,49764.0,129896.0,4345.0,1
38,40.8791,-73.8986,B02598,26175.0,58472.0,7012.0,0
58,40.7726,-73.5151,B02617,37804.0,114821.0,4192.0,1
17,40.8576,-73.9323,B02617,18975.0,44962.0,12413.0,0
10,40.7566,-73.9211,B02598,31418.0,54792.0,1508.0,0
14,40.8025,-73.9492,B02598,43770.0,55536.0,3260.0,0
16,40.8255,-73.9134,B02598,12388.0,15060.0,1085.0,0
38,40.8192,-73.9148,B02617,14204.0,20972.0,7597.0,0
36,40.6179,-73.9472,B02512,38934.0,82813.0,2123.0,1
27,40.7127,-73.7833,B02598,24846.0,49861.0,3083.0,0
45,40.7458,-73.9201,B02682,37648.0,70992.0,6475.0,1
1,40.6681,-73.6849,B02598,52216.0,109868.0,7093.0,1
11,40.6146,-74.1581,B02682,34387.0,89894.0,7807.0,1
56,40.8892,-73.904,B02617,29764.0,89141.0,2072.0,1
7,40.6864,-73.9915,B02617,73409.0,132500.0,3417.0,1
47,40.6189,-73.9115,B02598,40552.0,88048.0,6318.0,1
